tract,Year,City,LACity,Community_Name,SPA,SD,CD,ca_ssd,ca_sad,us_cd,DemogSurvCt,SheltHmisCt,ShelterCountAny,StreetCountAny,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totSafeParkSingAdult,totSafeParkFamHH,totSafeParkFamMem,totCars,totVans,totCampers,totTents,totEncamp,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totEncampPeople,FamCarHH,FamVanHH,FamCamperHH,FamTentHH,FamEncampHH,FamCarPeople,FamVanPeople,FamCamperPeople,FamTentPeople,FamEncampPeople,IndCarPeople,IndVanPeople,IndCamperPeople,IndTentPeople,IndEncampPeople,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
651102,2020,Torrance,2,Torrance,8,4,0,26,66,43,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.65,0,0,0,0,0.043,0,0,0,0,0.155,0,0,0,0,1.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,1.65
651201,2020,Torrance,2,Torrance,8,4,0,26,66,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651221,2020,Torrance,2,Torrance,8,4,0,26,66,33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.65,0,0,0,0,0.043,0,0,0,0,0.155,0,0,0,0,1.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,1.65
651222,2020,Torrance,2,Torrance,8,4,0,26,66,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651302,2020,Torrance,2,Torrance,8,4,0,26,66,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651304,2020,Torrance,2,Torrance,8,4,0,26,66,33,0,0,0,2,4,0,0,0,0,0,3,2,0,0,0,4.044,3.778,0,0,0,0.189,0.086,0,0,0,0.653,0.33,0,0,0,3.391,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.822,0,0,0,0,11.822
651401,2020,Torrance/Rolling Hills Estates,2,Torrance/Rolling Hills Estates,8,4,0,26,66,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651402,2020,Torrance,2,Torrance,8,4,0,26,66,33,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,2.696,0,0,0,0,0.126,0,0,0,0,0.435,0,0,0,0,2.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.696,0,0,0,0,4.696
670001,2020,Lomita,2,Lomita,8,4,0,26,66,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670002,2020,Lomita,2,Lomita,8,4,0,26,66,43,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3.299,0,0,0,0,0.086,0,0,0,0,0.31,0,0,0,0,2.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.299,0,0,0,0,3.299
670003,2020,Lomita,2,Lomita,8,4,0,26,66,43,0,0,1,1,2,0,0,0,0,0,1,0,0,0,2,1.348,0,0,0,2.6,0.063,0,0,0,0.038,0.218,0,0,0,0.132,1.13,0,0,0,2.468,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,5.949,0,10,0,10,15.949
670100,2020,Lomita,2,Lomita,8,4,0,26,66,43,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
670201,2020,Unincorporated/Rolling Hills Estates/Torrance,2,Westfield/Academy Hills/Palos Verdes Peninsula/Rolling Hills Estates/Torrance,8,4,0,26,66,33,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670202,2020,Rolling Hills Estates,2,Rolling Hills Estates,8,4,0,26,66,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670324,2020,Palos Verdes Estates,2,Palos Verdes Estates,8,4,0,26,66,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670326,2020,Palos Verdes Estates,2,Palos Verdes Estates,8,4,0,26,66,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670328,2020,Palos Verdes Estates,2,Palos Verdes Estates,8,4,0,26,66,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670403,2020,Rancho Palos Verdes/Rolling Hills Estates,2,Rancho Palos Verdes/Rolling Hills Estates,8,4,0,26,66,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670405,2020,Rolling Hills Estates/Rancho Palos Verdes,2,Rolling Hills Estates/Rancho Palos Verdes,8,4,0,26,66,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670406,2020,Rolling Hills Estates,2,Rolling Hills Estates,8,4,0,26,66,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670407,2020,Rancho Palos Verdes,2,Rancho Palos Verdes,8,4,0,26,66,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670411,2020,Rancho Palos Verdes/Rolling Hills Estates,2,Rancho Palos Verdes/Rolling Hills Estates,8,4,0,26,66,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670413,2020,Rancho Palos Verdes,2,Rancho Palos Verdes,8,4,0,26,66,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670416,2020,Rancho Palos Verdes,2,Rancho Palos Verdes,8,4,0,26,66,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670500,2020,Rolling Hills,2,Rolling Hills,8,4,0,26,66,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670602,2020,Rancho Palos Verdes,2,Rancho Palos Verdes,8,4,0,26,66,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670701,2020,Rancho Palos Verdes/Lomita,2,Rancho Palos Verdes/Lomita,8,4,0,26,66,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670702,2020,Rancho Palos Verdes/Rolling Hills Estates,2,Rancho Palos Verdes/Rolling Hills Estates,8,4,0,26,66,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700101,2020,West Hollywood,2,West Hollywood,4,3,0,26,50,28,15,0,0,1,17,0,0,0,0,0,1,0,1,0,0,1.512,0,1.421,0,0,0.063,0,0.043,0,0,0.218,0,0.155,0,0,1.295,0,1.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.933,0,0,0,0,19.933
700102,2020,West Hollywood,2,West Hollywood,4,3,0,26,50,28,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
700200,2020,West Hollywood,2,West Hollywood,4,3,0,26,50,28,2,0,0,1,18,0,0,0,0,0,1,0,0,0,0,1.512,0,0,0,0,0.063,0,0,0,0,0.218,0,0,0,0,1.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.512,0,0,0,0,19.512
700300,2020,West Hollywood,2,West Hollywood,4,3,0,26,50,28,3,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
700400,2020,West Hollywood,2,West Hollywood,4,3,0,26,50,28,7,0,0,1,20,0,0,0,0,0,0,1,1,1,1,0,1.774,1.421,1.478,1.678,0,0.043,0.043,0.013,0.019,0,0.165,0.155,0.043,0.066,0,1.609,1.266,1.435,1.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.351,0,0,0,0,26.351
700501,2020,West Hollywood,2,West Hollywood,4,3,0,26,50,28,2,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.678,0,0,0,0,0.019,0,0,0,0,0.066,0,0,0,0,1.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.678,0,0,0,0,10.678
700502,2020,West Hollywood,2,West Hollywood,4,3,0,26,50,28,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
700600,2020,Beverly Hills,2,Beverly Hills,5,3,0,26,50,33,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
700700,2020,Beverly Hills,2,Beverly Hills,5,3,0,26,50,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700801,2020,Beverly Hills,2,Beverly Hills,5,3,0,26,50,33,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
700802,2020,Beverly Hills,2,Beverly Hills,5,3,0,26,50,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700901,2020,Beverly Hills,2,Beverly Hills,5,3,0,26,50,33,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
700902,2020,Beverly Hills,2,Beverly Hills,5,3,0,26,50,33,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.602,0,0,0,0,0.043,0,0,0,0,0.155,0,0,0,0,1.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.602,0,0,0,0,2.602
701000,2020,Beverly Hills,2,Beverly Hills,5,3,0,26,50,33,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
701100,2020,Los Angeles/Unincorporated,2,Brentwood/Veterans Administration,5,3,0,26,50,33,0,0,1,2,26,0,0,0,0,0,26,0,5,3,0,38.963,0,8.01,4.477,0,1.633,0,0.215,0.038,0,5.659,0,0.776,0.13,0,33.304,0,7.235,4.347,0,149,26,94,5,2,5,0,129,10,40,0,0,0,0,0,0,0,0,0,0,0,77.45,253,169,0,422,499.45
701201,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701202,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701302,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,0,2,6,0,0,0,0,0,0,3,0,0,0,0,5.248,0,0,0,0,0.13,0,0,0,0,0.494,0,0,0,0,4.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.248,0,0,0,0,11.248
701304,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,0,4,14,0,0,0,0,0,0,8,1,0,0,0,13.994,1.602,0,0,0,0.346,0.043,0,0,0,1.318,0.155,0,0,0,12.678,1.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.597,0,0,0,0,29.597
701402,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,0,6,27,0,0,0,0,0,16,0,1,0,0,23.978,0,1.602,0,0,1.005,0,0.043,0,0,3.483,0,0.155,0,0,20.495,0,1.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.58,0,0,0,0,52.58
701501,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,4,0,1,2,22,0,0,0,0,0,2,0,1,0,0,2.997,0,1.602,0,0,0.126,0,0.043,0,0,0.435,0,0.155,0,0,2.562,0,1.447,0,0,0,0,0,0,0,0,0,0,20,63,0,1,2,0,0,0,0,0,0,0,0,26.599,0,65,0,65,91.599
701502,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,3,0,0,2,17,0,0,0,0,0,0,2,0,0,1,0,3.499,0,0,1.683,0,0.086,0,0,0.019,0,0.329,0,0,0.066,0,3.169,0,0,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.182,0,0,0,0,22.182
701601,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,2,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.683,0,0,0,0,0.019,0,0,0,0,0.066,0,0,0,0,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.683,0,0,0,0,4.683
701602,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,0,2,7,0,0,0,0,0,0,6,0,0,0,0,10.496,0,0,0,0,0.259,0,0,0,0,0.988,0,0,0,0,9.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.496,0,0,0,0,17.496
701701,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
701702,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,2,2,32,0,0,0,0,0,3,2,0,0,5,4.496,3.498,0,0,8.417,0.189,0.086,0,0,0.095,0.653,0.33,0,0,0.331,3.843,3.17,0,0,8.086,20,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.411,25,0,0,25,73.411
701801,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,32,0,1,4,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.367,0,0,0,0,0.038,0,0,0,0,0.132,0,0,0,0,3.234,28,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,9.367,28,0,20,48,57.367
701802,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,0,7,34,0,0,0,0,0,4,4,0,0,6,5.994,6.997,0,0,10.101,0.252,0.172,0,0,0.114,0.87,0.659,0,0,0.396,5.124,6.339,0,0,9.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.092,0,0,0,0,57.092
701902,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,186,0,1,13,222,0,0,0,0,0,2,1,1,0,3,2.998,1.749,1.602,0,5.05,0.126,0.043,0.043,0,0.057,0.436,0.165,0.155,0,0.198,2.562,1.585,1.447,0,4.851,9,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,233.399,9,22,0,31,264.399
702002,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,16,0,0,7,34,0,0,0,0,0,4,7,2,0,0,5.995,12.245,3.204,0,0,0.251,0.302,0.086,0,0,0.871,1.153,0.31,0,0,5.124,11.094,2.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.444,0,0,0,0,55.444
702102,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,0,5,26,0,0,0,0,0,0,3,1,1,0,0,5.248,1.602,1.492,0,0,0.129,0.043,0.013,0,0,0.494,0.155,0.043,0,0,4.754,1.447,1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.342,0,0,0,0,34.342
702201,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,0,4,9,0,0,0,0,0,1,0,0,0,0,1.499,0,0,0,0,0.063,0,0,0,0,0.218,0,0,0,0,1.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.499,0,0,0,0,10.499
702202,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,0,0,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.683,0,0,0,0,0.019,0,0,0,0,0.066,0,0,0,0,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.683,0,0,0,0,10.683
702300,2020,Santa Monica,2,Santa Monica,5,3,0,26,50,33,3,0,0,5,5,0,0,0,0,0,3,3,0,0,0,4.496,5.248,0,0,0,0.189,0.129,0,0,0,0.653,0.494,0,0,0,3.843,4.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.744,0,0,0,0,14.744
702400,2020,Culver City,2,Culver City,5,2,0,30,54,37,0,0,0,2,17,0,0,0,0,0,0,1,0,1,2,0,1.749,0,1.492,3.367,0,0.043,0,0.013,0.038,0,0.165,0,0.043,0.132,0,1.585,0,1.449,3.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.608,0,0,0,0,23.608
702501,2020,Culver City,2,Culver City,5,2,0,30,54,37,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
702502,2020,Culver City/Los Angeles,2,Culver City/Baldwin Hills/Crenshaw,5,2,0,30,54,37,0,0,0,2,0,0,0,0,0,0,2,1,5,0,0,2.998,1.749,8.01,0,0,0.126,0.043,0.215,0,0,0.436,0.165,0.776,0,0,2.562,1.585,7.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.757,0,0,0,0,12.757
702600,2020,Culver City,2,Culver City,5,2,0,30,54,37,0,0,0,2,6,0,0,0,0,0,7,6,1,0,1,10.491,10.496,1.602,0,1.683,0.44,0.259,0.043,0,0.019,1.524,0.988,0.155,0,0.066,8.967,9.508,1.447,0,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.272,0,0,0,0,30.272
702700,2020,Culver City,2,Culver City,5,2,0,30,54,37,0,0,0,1,1,0,0,0,0,0,2,1,2,0,0,2.997,1.749,3.204,0,0,0.126,0.043,0.086,0,0,0.435,0.165,0.31,0,0,2.562,1.585,2.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.951,0,0,0,0,8.951
702801,2020,Culver City,2,Culver City,5,2,0,30,54,37,0,0,0,1,11,0,0,0,0,0,0,0,3,0,0,0,0,4.806,0,0,0,0,0.129,0,0,0,0,0.465,0,0,0,0,4.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.806,0,0,0,0,15.806
702802,2020,Culver City,2,Culver City,5,2,0,30,54,37,0,0,0,1,5,0,0,0,0,0,0,0,0,6,1,0,0,0,8.953,1.683,0,0,0,0.076,0.019,0,0,0,0.259,0.066,0,0,0,8.694,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.636,0,0,0,0,15.636
702803,2020,Culver City,2,Culver City,5,2,0,30,54,37,0,0,1,1,9,0,0,0,0,0,0,3,2,2,0,0,5.248,3.204,2.984,0,0,0.13,0.086,0.025,0,0,0.494,0.31,0.086,0,0,4.754,2.894,2.898,0,0,17,46,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.437,49,0,0,49,69.437
702901,2020,Unincorporated,1,Marina del Rey,5,4,11,26,62,33,0,0,0,4,6,0,0,0,0,0,1,1,1,2,0,1.499,1.749,1.602,2.984,0,0.063,0.043,0.043,0.025,0,0.218,0.165,0.155,0.086,0,1.281,1.585,1.447,2.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.834,0,0,0,0,13.834
703001,2020,Culver City/Unincorporated,2,Culver City/Ladera Heights,5,2,0,30,54,37,0,0,0,2,11,0,0,0,0,0,6,4,2,0,5,8.992,6.997,3.204,0,8.417,0.377,0.173,0.086,0,0.095,1.306,0.659,0.31,0,0.331,7.686,6.339,2.894,0,8.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.61,0,0,0,0,38.61
703002,2020,Unincorporated/Inglewood,2,Ladera Heights/Inglewood,5,2,0,30,54,37,0,0,0,3,1,0,0,0,0,0,3,2,0,0,0,4.496,3.499,0,0,0,0.188,0.086,0,0,0,0.653,0.329,0,0,0,3.843,3.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.995,0,0,0,0,8.995
703100,2020,Unincorporated,2,View Park-Windsor Hills,6,2,0,30,54,37,0,0,0,2,2,0,0,0,0,0,6,0,0,0,0,8.375,0,0,0,0,0.377,0,0,0,0,1.306,0,0,0,0,7.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.375,0,0,0,0,10.375
703200,2020,Unincorporated,2,View Park-Windsor Hills,6,2,0,30,54,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800101,2020,Calabasas/Unincorporated,2,Calabasas/Santa Monica Mountains,2,3,0,27,45,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800102,2020,Unincorporated,2,Santa Monica Mountains,2,3,0,27,50,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
