tract_split,Year,City,LACity,Community_Name,SPA,sd,cd,ca_ssd,ca_sad,us_cd,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totSafeParkSingAdult,totSafeParkFamHH,totSafeParkFamMem,totCars,totVans,totCampers,totTents,totEncamp,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totESPeople,totTHPeople,totSHPeople,totSheltPeople
701501,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,24,0,0,0,0,0,1,2,1,1,2,0,0,0,0,0,0,0,0,17,51,0,3,6,0,0,0,0,0,0,0,0,0,57,0,57
701502,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,23,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701601,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701602,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701701,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,6,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701702,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,27,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29
701801,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,21,0,0,0,0,0,6,0,2,2,7,17,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,19,38
701802,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,21,0,0,0,0,0,3,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701902,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,223,0,0,0,0,0,5,3,0,1,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26
702002,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,49,0,0,0,0,0,7,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702102,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,18,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702201,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702202,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702300,2023,Santa Monica city,2,Santa Monica city,5,3,0,24,51,36,15,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702400,2023,Culver City city,2,Culver City city,5,2,0,28,55,37,5,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702501,2023,Culver City city,2,Culver City city,5,2,0,28,55,37,10,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702502_w1,2023,Culver City city,2,Culver City city,5,2,0,28,55,37,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702502_w2,2023,Los Angeles city,2,Los Angeles city,5,2,0,28,55,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702600_r1,2023,Culver City city,2,Culver City city,5,2,0,28,55,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702600_r2,2023,Culver City city,2,Culver City city,5,2,0,28,55,37,13,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702700,2023,Culver City city,2,Culver City city,5,2,0,28,55,37,20,0,0,0,0,0,1,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702801,2023,Culver City city,2,Culver City city,5,2,0,28,55,37,3,0,0,0,0,0,0,0,1,6,5,3,14,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,38
702802,2023,Culver City city,2,Culver City city,5,2,0,28,55,36,0,0,0,0,0,0,1,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702803,2023,Culver City city,2,Culver City city,5,2,0,28,55,36,7,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702900,2023,,1,Marina del Rey CDP,5,2,11,24,61,36,6,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703002_w1,2023,Inglewood city,2,Inglewood city,5,2,0,35,61,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703002_w2,2023,,2,Ladera Heights CDP,5,2,0,28,55,37,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703003_r1,2023,Culver City city,2,Culver City city,5,2,0,28,55,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703003_r2,2023,Culver City city,2,Culver City city,5,2,0,28,55,37,2,0,0,0,0,0,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703100,2023,,2,View Park-Windsor Hills CDP,6,2,0,28,55,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703200,2023,,2,View Park-Windsor Hills CDP,6,2,0,28,55,37,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800101_w1,2023,Calabasas city,2,Calabasas city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800101_w2,2023,,2,Topanga CDP,2,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800103_w1,2023,Calabasas city,2,Calabasas city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800103_w2,2023,,2,Topanga CDP,2,3,0,24,42,32,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800104_w1,2023,,2,Unincorporated - Santa Monica Mountains,2,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800104_w2,2023,Calabasas city,2,Calabasas city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800104_w3,2023,,2,Topanga CDP,2,3,0,24,42,32,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800202_w1,2023,,2,Unincorporated - Santa Monica Mountains,2,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800202_w2,2023,Calabasas city,2,Calabasas city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800204,2023,Calabasas city,2,Calabasas city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800205,2023,Calabasas city,2,Calabasas city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800206_w1,2023,,2,Unincorporated - Santa Monica Mountains,2,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800206_w2,2023,Hidden Hills city,2,Hidden Hills city,2,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800324_w1,2023,Agoura Hills city,2,Agoura Hills city,2,3,0,24,42,26,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800324_w2,2023,Westlake Village city,2,Westlake Village city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800325,2023,Westlake Village city,2,Westlake Village city,2,3,0,24,42,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800328_w1,2023,,2,Unincorporated - Santa Monica Mountains,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800328_w2,2023,Calabasas city,2,Calabasas city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800333,2023,Agoura Hills city,2,Agoura Hills city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800334,2023,Agoura Hills city,2,Agoura Hills city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800335_w1,2023,,2,Unincorporated - Santa Monica Mountains,2,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800335_w2,2023,Agoura Hills city,2,Agoura Hills city,2,3,0,24,42,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800335_w3,2023,Westlake Village city,2,Westlake Village city,2,3,0,24,42,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800336_w1,2023,,2,Unincorporated - Santa Monica Mountains,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800336_w2,2023,,2,Unincorporated - Santa Monica Mountains,2,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800336_w3,2023,Agoura Hills city,2,Agoura Hills city,2,3,0,24,42,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800337_w1,2023,,2,Unincorporated - Santa Monica Mountains,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800337_w2,2023,Calabasas city,2,Calabasas city,2,3,0,24,42,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800338_w1,2023,Agoura Hills city,2,Agoura Hills city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800338_w2,2023,Westlake Village city,2,Westlake Village city,2,3,0,24,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800406_w1,2023,,2,Unincorporated - Santa Monica Mountains,5,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800406_w2,2023,Malibu city,2,Malibu city,5,3,0,24,42,32,1,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800410_w1,2023,,2,Unincorporated - Santa Monica Mountains,5,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800410_w2,2023,,2,Pepperdine University CDP,5,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800410_w3,2023,Malibu city,2,Malibu city,5,3,0,24,42,32,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800411,2023,Malibu city,2,Malibu city,5,3,0,24,42,32,6,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800412,2023,Malibu city,2,Malibu city,5,3,0,24,42,32,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800504_w1,2023,,2,Unincorporated - Santa Monica Mountains,5,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800504_w2,2023,Malibu city,2,Malibu city,5,3,0,24,42,32,16,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800506_w1,2023,,2,Unincorporated - Santa Monica Mountains,5,3,0,24,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800506_w2,2023,,2,Topanga CDP,5,3,0,24,42,32,13,0,0,0,0,0,1,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800506_w3,2023,Malibu city,2,Malibu city,5,3,0,24,42,32,1,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900102_r1,2023,,2,Unincorporated - Hi Vista,1,5,0,23,39,23,0,0,0,0,0,0,0,0,38,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900102_r2,2023,,2,Lake Los Angeles CDP,1,5,0,23,39,23,0,0,0,0,0,0,0,0,29,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900103_r1,2023,,2,Unincorporated - Lake Los Angeles,1,5,0,23,39,23,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900103_r2,2023,,2,Lake Los Angeles CDP,1,5,0,23,39,23,0,0,0,0,0,0,0,0,99,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900104_r1,2023,,2,Unincorporated - Lake Los Angeles,1,5,0,23,39,23,0,0,0,0,0,0,0,0,28,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900104_r2,2023,,2,Lake Los Angeles CDP,1,5,0,23,39,23,0,0,0,0,0,0,0,1,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900301,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,6,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900501,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,53,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900504,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,2,0,0,0,0,0,1,4,2,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
900505,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900506,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,20,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900508,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900509,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3
900510,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900602,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,39,0,0,0,0,0,6,0,20,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900606,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,45,0,0,0,0,0,18,0,7,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6
900607,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,6,0,0,0,0,0,0,1,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900608,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,1,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900609,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,54,0,0,0,0,0,23,3,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900610,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,21,0,0,0,0,0,4,2,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900611,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900701,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,29,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900703,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,6,0,0,0,0,0,1,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900704,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,4,0,0,0,0,0,3,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900705,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,0,0,0,0,0,0,3,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900804,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,33,0,0,0,0,0,2,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900805,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900806,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,49,0,0,0,0,0,0,1,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900807,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,4,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900808,2023,Lancaster city,2,Lancaster city,1,5,0,23,39,27,15,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900901_w1,2023,,2,Unincorporated - Del Sur,1,5,0,23,34,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900901_w2,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,0,0,0,0,0,0,10,0,14,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900902_w1,2023,,2,Unincorporated - North Lancaster,1,5,0,23,34,27,15,0,0,0,0,0,1,2,53,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900902_w2,2023,,2,Unincorporated - North Lancaster,1,5,0,23,39,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900902_w3,2023,,2,Unincorporated - Del Sur,1,5,0,23,34,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900902_w4,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901003,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,0,0,0,8,0,0,2,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24
901007,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901008,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,5,0,0,0,0,0,2,0,2,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901009,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,0,0,0,0,0,0,0,0,2,4,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22
901010,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,11,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
901011,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901012,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901013_w1,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901013_w2,2023,,2,Quartz Hill CDP,1,5,0,23,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901014,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,0,0,0,0,0,0,0,4,4,0,7,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50
901101_w1,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901101_w2,2023,,2,Quartz Hill CDP,1,5,0,23,34,27,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901102_w1,2023,Lancaster city,2,Lancaster city,1,5,0,23,34,27,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901102_w2,2023,,2,Quartz Hill CDP,1,5,0,23,34,27,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901209_r1,2023,,2,Unincorporated - West Antelope Valley,1,5,0,23,34,27,0,0,0,0,0,0,1,1,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901209_r2,2023,,2,Lake Hughes CDP,1,5,0,23,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
