tract_split,Year,City,LACity,Community_Name,SPA,SD,CD,ca_ssd,ca_sad,us_cd,DemogSurvCt,SheltHmisCt,DemogSurveyAny,ShelterCountAny,StreetCountAny,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totSafeParkSingAdult,totSafeParkFamHH,totSafeParkFamMem,totCars,totVans,totCampers,totTents,totMSS,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totMSSPeople,FamCarHH,FamVanHH,FamCamperHH,FamTentHH,FamMSSHH,FamCarPeople,FamVanPeople,FamCamperPeople,FamTentPeople,FamMSSPeople,IndCarPeople,IndVanPeople,IndCamperPeople,IndTentPeople,IndMSSPeople,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
404402a,2022,Azusa,2,Azusa,3,1,0,22,48,32,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1.951,0,0,0,0,0.019,0,0,0,0,0.077,0,0,0,0,1.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.951,0,0,0,0,4.951
404402b,2022,Azusa,2,Azusa,3,1,0,22,48,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
404501a,2022,Azusa,2,Azusa,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404501b,2022,Unincorporated,2,Unincorporated Azusa,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404503a,2022,Unincorporated,2,Unincorporated Azusa,3,1,0,22,48,32,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
404503b,2022,Azusa,2,Azusa,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404504a,2022,Azusa,2,Azusa,3,1,0,22,48,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.453,0,0,0,0,0.004,0,0,0,0,0.011,0,0,0,0,1.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.453,0,0,0,0,2.453
404504b,2022,Unincorporated,2,Unincorporated Azusa,3,1,0,22,48,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.951,0,0,0,0,0.019,0,0,0,0,0.077,0,0,0,0,1.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.951,0,0,0,0,1.951
404600a,2022,Irwindale,2,Irwindale,3,1,0,22,48,32,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.336,0,1.951,0,0,0.047,0,0.019,0,0,0.152,0,0.077,0,0,1.184,0,1.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.287,0,0,0,0,3.287
404600b,2022,Irwindale,2,Irwindale,3,1,0,22,48,32,37,1,1,0,1,40,0,0,0,0,0,0,0,0,55,72,0,0,0,65.557,104.6,0,0,0,0.106,0.272,0,0,0,0.361,0.815,0,0,0,65.195,103.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.15,0,0,0,0,210.15
404701,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,2,0,1,0,1,5,0,0,0,0,0,2,0,0,4,11,2.671,0,0,4.768,15.98,0.094,0,0,0.008,0.042,0.304,0,0,0.026,0.125,2.367,0,0,4.741,15.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.419,0,0,0,0,28.419
404702,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,2,0,0,1.951,0,2.905,0,0,0.019,0,0.008,0,0,0.077,0,0.023,0,0,1.874,0,2.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.857,0,0,0,0,9.857
404703a,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8.716,0,0,0,0,0.023,0,0,0,0,0.068,0,0,0,0,8.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.716,0,0,0,0,19.716
404703b,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404801,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,4,0,0,0,1.192,5.811,0,0,0,0.002,0.015,0,0,0,0.007,0.045,0,0,0,1.185,5.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.003,0,0,0,0,10.003
404802,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,30,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5.854,0,0,0,0,0.057,0,0,0,0,0.232,0,0,0,0,5.621,0,0,100,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.854,102,0,0,102,107.85
404803,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
404901,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404902,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1.336,0,0,0,0,0.047,0,0,0,0,0.152,0,0,0,0,1.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.336,0,0,0,0,3.336
404903,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,1,5,0,0,0,0,0,1,0,0,2,0,1.336,0,0,2.384,0,0.047,0,0,0.004,0,0.152,0,0,0.013,0,1.184,0,0,2.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.719,0,0,0,0,8.719
405001,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,0,1.336,0,3.903,0,0,0.047,0,0.038,0,0,0.152,0,0.155,0,0,1.184,0,3.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.238,0,0,0,0,7.238
405002a,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405002b,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405101,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1.951,0,0,0,0,0.019,0,0,0,0,0.077,0,0,0,0,1.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.951,0,0,0,0,5.951
405102,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,1,15,0,0,0,0,0,4,0,2,0,1,5.342,0,3.903,0,1.453,0.187,0,0.038,0,0.004,0.608,0,0.155,0,0.011,4.735,0,3.748,0,1.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.697,0,0,0,0,25.697
405201,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,1,0,1,0,1,2,0,0,0,0,0,0,0,2,1,2,0,0,3.903,1.192,2.905,0,0,0.038,0.002,0.008,0,0,0.155,0.007,0.023,0,0,3.748,1.185,2.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
405202,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,1,11,0,0,0,0,0,4,0,0,0,5,5.342,0,0,0,7.264,0.187,0,0,0,0.019,0.608,0,0,0,0.057,4.735,0,0,0,7.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.606,0,0,0,0,23.606
405203,2022,Baldwin Park,2,Baldwin Park,3,1,0,22,48,32,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2.671,0,1.951,0,0,0.094,0,0.019,0,0,0.304,0,0.077,0,0,2.367,0,1.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.622,0,0,0,0,4.622
405301a,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405301b,2022,Unincorporated,2,Unincorporated Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405302a,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405302b,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.951,0,0,0,0,0.019,0,0,0,0,0.077,0,0,0,0,1.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.951,0,0,0,0,1.951
405400a,2022,Unincorporated,2,Unincorporated Covina,3,1,0,22,48,32,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,3.903,0,0,0,0,0.038,0,0,0,0,0.155,0,0,0,0,3.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.903,0,0,0,0,4.903
405400b,2022,Unincorporated,2,Unincorporated Covina,3,1,0,22,48,32,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1.203,5.854,0,0,0,0.018,0.057,0,0,0,0.057,0.232,0,0,0,1.146,5.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.057,0,0,0,0,7.057
405400c,2022,Covina,2,Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405400d,2022,Unincorporated,2,Unincorporated Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405500a,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405500b,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.951,0,0,0,0,0.019,0,0,0,0,0.077,0,0,0,0,1.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.951,0,0,0,0,1.951
405500c,2022,Unincorporated,2,Unincorporated Covina,3,1,0,22,48,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.951,0,0,0,0,0.019,0,0,0,0,0.077,0,0,0,0,1.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.951,0,0,0,0,1.951
405600a,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
405600b,2022,West Covina,2,West Covina,3,1,0,22,48,32,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405600c,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405701a,2022,Covina,2,Covina,3,5,0,22,48,32,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.336,0,0,0,0,0.047,0,0,0,0,0.152,0,0,0,0,1.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336,0,0,0,0,1.336
405701b,2022,Unincorporated,2,Unincorporated Covina,3,5,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405702a,2022,Covina,2,Covina,3,5,0,22,48,32,0,6,0,1,1,5,0,0,0,0,0,0,2,0,0,0,0,2.406,0,0,0,0,0.037,0,0,0,0,0.114,0,0,0,0,2.292,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,7.406,0,3,0,3,10.406
405702b,2022,Unincorporated,2,Unincorporated Covina,3,5,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405800a,2022,Unincorporated,2,Unincorporated Covina,3,5,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405800b,2022,Covina,2,Covina,3,5,0,22,48,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.192,0,0,0,0,0.002,0,0,0,0,0.007,0,0,0,0,1.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.192,0,0,0,0,1.192
405900a,2022,Covina,2,Covina,3,5,0,22,48,32,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3.903,0,0,0,0,0.038,0,0,0,0,0.155,0,0,0,0,3.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.903,0,0,0,0,3.903
405900b,2022,Unincorporated,2,Covina (Charter Oak),3,5,0,22,48,32,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,7.805,0,0,0,0,0.076,0,0,0,0,0.31,0,0,0,0,7.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.805,0,0,0,0,7.805
405900c,2022,Unincorporated,2,Covina (Charter Oak),3,5,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406000a,2022,Covina,2,Covina,3,5,0,22,48,32,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.453,0,0,0,0,0.004,0,0,0,0,0.011,0,0,0,0,1.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.453,0,0,0,0,3.453
406000b,2022,Unincorporated,2,Covina (Charter Oak),3,5,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406000c,2022,Covina,2,Covina,3,5,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406101a,2022,Unincorporated,2,Covina (Charter Oak),3,5,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406101b,2022,Covina,2,Covina,3,5,0,22,48,32,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
406101c,2022,Covina,2,Covina,3,5,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406102a,2022,Covina,2,Covina,3,5,0,22,48,32,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
406102b,2022,Covina,2,Covina,3,5,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406200a,2022,West Covina,2,West Covina,3,1,0,22,48,32,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.905,0,0,0,0,0.008,0,0,0,0,0.023,0,0,0,0,2.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.905,0,0,0,0,3.905
406200b,2022,Covina,2,Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406300a,2022,West Covina,2,West Covina,3,1,0,9,55,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406300b,2022,Unincorporated,2,Unincorporated Covina,3,1,0,29,55,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406300c,2022,West Covina,2,West Covina,3,1,0,22,55,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406300d,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406402,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406411,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406412,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406500a,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406500b,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406601a,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406601b,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.453,0,0,0,0,0.004,0,0,0,0,0.011,0,0,0,0,1.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.453,0,0,0,0,4.453
406601c,2022,Unincorporated,2,Valinda,3,1,0,22,48,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
406602a,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406602b,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406602c,2022,Unincorporated,2,Valinda,3,1,0,22,48,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406701,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.905,0,0,0,0,0.008,0,0,0,0,0.023,0,0,0,0,2.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.905,0,0,0,0,3.905
406702a,2022,West Covina,2,West Covina,3,1,0,22,48,32,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.203,0,0,0,0,0.018,0,0,0,0,0.057,0,0,0,0,1.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.203,0,0,0,0,2.203
406702b,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406800a,2022,West Covina,2,West Covina,3,1,0,22,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
