GEOID,B25077_001E,B25064_001E,B25088_001E,B25070_004E,B25070_005E,B25070_006E,B25070_007E,B25070_001E,B25091_005E,B25091_006E,B25091_007E,B25091_008E,B25091_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,B19083_001E,B19057_002E,B19057_001E,B25022_002E,B25022_001E,B25034_002E,B25034_001E,B03003_003E,B03003_001E,B07001_017E,B07001_001E,B11001_003E,B11001_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_001E,B25014_003E,B25014_004E,B25014_001E,B25001_001E
06037134101,829900,2168,3173,0,11,0,65,404,56,159,163,64,974,47,2341,1138,4646,0.4629,134,1378,6215.0,7918.0,0,1448,1583,4660,4379,4654,834,1378,61,19,79,62,35,8,14,11,127,72,74,28,120,205,173,83,64,140,38,145,4660,581,379,1378,1448
06037134103,679000,1882,1851,68,0,0,0,493,46,93,58,64,821,137,2048,1318,4080,0.4682,77,1314,4883.0,6580.0,22,1395,2103,4172,3811,4149,522,1314,38,68,113,146,21,53,52,128,122,154,86,108,160,27,235,187,49,30,88,98,4172,559,226,1314,1395
06037134104,809000,1836,2209,36,36,37,61,621,50,80,9,56,704,125,2158,717,4016,0.3916,66,1325,4563.0,6848.0,7,1391,1480,4076,3779,4076,723,1325,14,82,56,41,87,68,120,42,122,35,23,0,166,180,11,127,27,204,79,53,4076,512,111,1325,1391
06037134201,691600,2536,3012,17,19,36,14,226,74,135,50,169,1076,201,2594,309,4059,0.4196,8,1302,6402.0,7370.0,0,1374,1483,4062,3872,3992,744,1302,51,24,32,23,17,17,79,77,11,78,17,30,124,77,34,58,44,84,50,182,4062,639,365,1302,1374
06037134302,818500,3501,2836,33,8,26,46,317,156,62,83,28,1086,45,2245,609,4402,0.4134,85,1403,6356.0,8271.0,0,1403,1518,4411,3909,4411,647,1403,40,65,60,48,17,37,15,61,109,17,50,241,62,122,94,27,89,185,160,166,4411,658,352,1403,1403
06037134303,693100,2658,2117,168,131,70,9,633,152,127,19,69,1306,308,3481,386,5341,0.4474,79,1939,7117.0,10475.0,0,1969,1682,5455,5164,5432,767,1939,42,79,164,37,10,72,119,87,112,191,39,121,83,53,158,51,97,184,192,53,5455,890,343,1939,1969
06037134304,722200,1877,2511,0,36,40,40,343,36,69,25,38,576,152,1381,353,2667,0.4044,19,919,3682.0,5002.0,0,945,1097,2863,2269,2822,425,919,32,90,123,53,17,37,79,34,107,23,33,37,72,19,110,47,133,59,80,36,2863,397,171,919,945
06037134305,-666666666,1768,-666666666,65,190,97,24,1183,0,0,0,14,14,162,2104,605,3693,0.4198,60,1197,,,0,1212,3049,3693,3424,3641,457,1197,23,54,0,10,0,10,37,39,36,72,92,11,190,129,49,101,61,75,166,106,3693,0,14,1197,1212
06037134306,546600,1819,1448,43,92,119,24,1088,7,0,24,49,334,184,1898,468,3565,0.4054,141,1422,1602.0,5214.0,0,1461,1901,3699,3293,3643,708,1422,40,45,34,37,149,19,39,44,83,70,115,29,36,156,191,100,97,59,99,13,3699,235,99,1422,1461
06037134421,1050000,3501,3794,0,0,7,8,172,183,106,75,28,1410,260,2347,149,4401,0.4185,41,1582,9794.0,10823.0,0,1600,484,4401,4213,4396,1119,1582,34,152,141,71,23,42,20,58,138,86,44,53,52,143,142,85,152,92,43,153,4401,1028,382,1582,1600
06037134422,944400,3501,3016,80,56,14,40,384,246,164,82,27,1248,250,2748,254,5079,0.3726,24,1632,8874.0,11111.0,0,1716,781,5079,4476,4965,1120,1632,41,119,105,121,57,9,85,87,161,122,33,129,80,153,118,25,214,149,148,137,5079,850,388,1632,1716
06037134423,1042500,3501,2861,0,7,23,0,298,59,151,58,79,1043,153,1487,367,3417,0.467,60,1341,7585.0,8565.0,0,1373,513,3417,2893,3349,660,1341,10,126,121,31,21,81,35,180,90,83,25,201,160,138,79,58,87,58,43,85,3417,770,273,1341,1373
06037134424,1208900,3501,3861,0,0,22,0,104,77,120,73,40,945,135,1400,148,2803,0.4438,34,1049,7076.0,7714.0,18,1058,59,2835,2589,2778,764,1049,13,68,95,78,34,39,74,74,164,29,33,44,73,81,174,53,57,44,64,54,2835,712,233,1049,1058
06037134520,506500,1665,2162,136,182,158,90,1780,0,21,34,0,214,149,3029,1119,5178,0.3814,22,1994,828.0,6365.0,130,2176,3417,5178,4505,5108,729,1994,40,99,13,51,16,19,82,43,90,18,50,18,64,179,284,92,117,142,171,46,5178,108,95,1994,2176
06037134521,677100,1578,2660,65,48,89,47,664,3,0,51,0,99,90,1392,769,2703,0.4064,50,763,480.0,2707.0,0,772,2534,2736,2410,2707,255,763,21,0,38,0,13,0,5,37,24,21,0,5,146,96,140,55,107,100,170,56,2736,45,37,763,772
06037134522,578900,1645,-666666666,110,93,128,36,1152,56,0,4,3,282,120,2591,1053,4521,0.418,103,1434,1621.0,5330.0,0,1524,3201,4521,3649,4435,522,1434,1,15,18,19,0,0,16,27,8,24,0,96,218,115,122,101,147,223,91,45,4521,136,133,1434,1524
06037134710,641700,1737,1977,100,67,82,221,1288,3,25,0,62,290,157,2577,1581,5282,0.421,55,1578,1640.0,5974.0,0,1647,3506,5304,5019,5275,683,1578,35,43,61,36,3,35,22,15,52,29,36,32,157,244,248,85,314,234,171,74,5304,170,102,1578,1647
06037134720,654000,2173,2750,20,96,84,84,806,80,64,201,56,974,241,3334,733,5545,0.3958,78,1780,5878.0,8998.0,0,1807,2975,5545,4536,5512,873,1780,41,42,25,30,55,0,89,25,37,59,56,64,116,222,230,32,202,271,198,44,5545,565,344,1780,1807
06037134801,679200,2609,2691,31,0,35,8,272,62,138,105,79,860,63,1597,455,2933,0.4089,23,1132,4689.0,5984.0,0,1156,1365,2951,2728,2899,457,1132,22,50,76,24,0,0,61,16,74,97,29,26,71,28,109,10,52,68,89,19,2951,626,175,1132,1156
06037134802,578700,3485,2099,35,7,32,35,393,68,34,38,20,479,172,1512,981,3116,0.4668,80,872,2707.0,4884.0,0,914,1063,3123,2632,3004,441,872,22,80,0,31,4,56,17,56,44,32,19,86,182,47,162,65,71,56,98,44,3123,272,168,872,914
06037134901,898600,1402,3253,14,51,36,35,419,36,81,16,47,590,162,1615,200,2469,0.4407,18,1009,3705.0,5229.0,9,1056,767,2469,2362,2443,464,1009,63,33,22,53,24,0,58,44,116,15,29,21,111,31,73,46,87,52,21,0,2469,428,162,1009,1056
06037134904,802900,1557,2952,109,61,7,32,871,94,92,96,32,571,343,3009,591,4861,0.3797,83,1442,3373.0,6814.0,15,1528,2229,4866,4414,4796,716,1442,29,47,143,45,50,2,29,56,86,66,5,14,132,98,212,84,125,21,121,112,4866,285,146,1442,1528
06037134905,648100,3118,2989,415,270,196,219,2776,8,29,16,0,236,126,4222,996,6046,0.4536,447,3012,1039.0,9594.0,130,3310,791,6046,4843,6009,934,3012,58,77,31,7,25,5,15,11,0,21,50,11,221,84,54,98,218,0,33,97,6046,221,15,3012,3310
06037134906,-666666666,1947,-666666666,84,135,231,157,1146,0,0,0,0,0,115,2005,418,2933,0.3714,49,1146,-666666666.0,3753.0,0,1182,1926,2933,2321,2899,272,1146,8,9,85,28,0,0,0,39,26,0,22,0,0,102,18,28,135,28,118,67,2933,0,0,1146,1182
06037134907,-666666666,2614,-666666666,210,158,271,204,1910,0,0,0,0,0,400,2829,962,3806,0.3427,88,1910,-666666666.0,5644.0,181,2053,811,3854,2884,3854,483,1910,0,0,0,0,0,0,0,0,0,0,0,0,152,0,48,0,138,0,0,21,3854,0,0,1910,2053
06037135102,893200,3341,3100,59,54,49,45,291,149,74,77,77,993,82,2181,340,3845,0.4533,30,1284,7025.0,8512.0,0,1331,691,3848,3498,3815,844,1284,41,167,69,79,39,62,54,116,113,53,35,20,96,45,89,23,92,30,172,43,3848,742,251,1284,1331
06037135111,784400,2316,2706,20,87,93,41,622,83,83,33,0,620,128,2155,317,3807,0.386,142,1242,3810.0,6806.0,0,1334,1488,3807,3495,3807,550,1242,16,62,31,36,25,0,25,19,97,55,38,121,12,152,241,25,122,47,80,0,3807,462,142,1242,1334
06037135113,386000,2847,1300,68,293,54,61,1135,0,45,16,0,198,80,2042,439,2980,0.4377,72,1333,857.0,5320.0,0,1545,343,2980,2382,2955,399,1333,8,35,50,45,7,0,43,11,19,26,55,7,32,77,42,35,119,31,66,132,2980,158,40,1333,1545
06037135115,614200,2268,2604,231,216,96,181,1425,16,17,12,15,254,185,1953,219,3904,0.3539,77,1679,1247.0,5028.0,18,2142,459,3921,3258,3830,764,1679,16,16,26,41,14,15,97,30,30,25,42,16,182,155,111,19,258,204,39,70,3921,242,12,1679,2142
06037135116,-666666666,2098,1600,265,128,72,63,959,0,18,0,7,80,211,818,268,1507,0.4914,57,1039,393.0,2743.0,0,1039,237,1507,1413,1506,183,1039,0,0,98,3,22,66,16,41,111,47,16,125,8,33,23,0,19,4,6,6,1507,78,2,1039,1039
06037135201,921100,3182,3446,16,5,16,5,100,49,56,99,66,770,225,1461,443,2936,0.4511,32,870,5144.0,5558.0,5,935,476,2999,2693,2952,672,870,12,24,85,25,19,48,0,29,89,30,29,14,101,144,132,53,156,158,80,90,2999,481,248,870,935
06037135202,855100,3501,2962,17,37,29,36,437,119,121,140,59,1088,187,2360,419,4745,0.3867,33,1525,6939.0,8993.0,0,1550,486,4745,4347,4698,890,1525,74,8,97,56,56,53,20,69,45,16,65,59,110,163,102,103,81,224,269,171,4745,743,334,1525,1550
06037135204,836000,3501,2264,35,38,14,11,272,114,195,127,48,1407,235,2364,203,4665,0.383,57,1679,8081.0,9530.0,0,1679,894,4665,4153,4589,960,1679,20,19,44,66,71,37,13,142,49,79,13,82,300,105,136,61,87,103,16,121,4665,900,463,1679,1679
06037135205,1021900,3501,2817,7,12,18,19,160,52,17,75,54,610,62,929,170,1874,0.5967,18,770,4541.0,5272.0,0,781,54,1874,1594,1849,404,770,39,73,73,35,12,21,2,51,93,17,25,52,55,17,90,23,48,77,43,24,1874,525,85,770,781
06037137000,1154000,3501,3264,13,0,7,0,258,104,76,150,119,1476,164,2305,332,4815,0.4891,129,1734,10531.0,11925.0,9,1867,690,4823,4380,4823,916,1734,103,170,102,49,20,225,42,107,203,82,53,175,124,183,124,71,55,149,93,31,4823,1124,352,1734,1867
06037137103,605000,2740,2773,0,196,85,63,1288,101,167,0,75,1180,403,2897,902,5100,0.4504,235,2468,5297.0,10902.0,0,2600,697,5100,4590,4933,800,2468,124,26,136,113,60,0,67,206,76,128,41,59,147,76,24,0,231,65,2,103,5100,902,262,2468,2600
06037137104,915600,2163,3431,47,0,0,24,124,112,39,60,26,859,115,1294,230,2233,0.4287,8,983,4848.0,5501.0,0,1048,123,2233,2063,2206,419,983,64,31,95,74,14,47,106,107,23,37,19,20,36,31,82,46,22,77,19,0,2233,643,204,983,1048
06037137202,1031300,2253,3493,35,63,56,174,1013,37,48,8,18,379,317,1977,454,3342,0.5154,109,1392,2252.0,5987.0,6,1470,505,3368,2615,3323,555,1392,96,62,64,8,0,29,54,44,37,19,1,1,101,148,92,7,101,8,88,51,3368,259,101,1392,1470
06037137203,1110200,2351,3296,72,26,39,12,310,19,58,28,73,494,154,1530,249,2588,0.4339,42,804,3276.0,4815.0,0,858,767,2595,2331,2584,501,804,33,34,27,39,13,33,70,5,42,28,37,1,11,53,62,350,20,17,74,112,2595,268,226,804,858
06037137301,1310700,3501,3904,5,0,10,0,44,121,154,48,18,724,83,1136,33,2182,0.3474,6,768,5245.0,5538.0,0,829,121,2182,2141,2170,515,768,37,22,43,35,19,40,34,11,48,20,24,66,10,122,57,102,24,30,112,36,2182,518,195,768,829
06037137302,1216500,3501,3779,0,12,0,0,163,139,187,110,107,1393,151,2262,400,4564,0.4237,55,1556,10603.0,11790.0,0,1637,709,4564,3906,4530,1068,1556,105,114,75,72,54,133,55,72,142,98,59,122,85,221,135,64,127,89,117,142,4564,1087,292,1556,1637
06037137401,1048900,3072,3594,139,113,45,0,642,64,81,104,65,1048,123,2478,394,4596,0.4121,67,1690,6618.0,9079.0,215,1854,661,4673,4262,4608,923,1690,63,52,61,27,50,16,48,64,98,55,42,46,69,143,196,86,330,177,189,76,4673,681,341,1690,1854
06037137402,1250900,3175,3947,39,178,50,47,588,171,136,162,69,1481,344,2930,195,5821,0.4471,0,2069,9724.0,12294.0,0,2208,970,5905,5023,5845,1194,2069,41,166,100,60,50,110,93,26,160,80,126,84,171,212,167,133,360,312,175,52,5905,1006,475,2069,2208
06037137501,1610700,2597,4001,35,199,93,106,1265,114,6,50,42,716,294,2915,806,5478,0.5119,30,1981,5633.0,10583.0,0,2138,537,5495,4582,5380,963,1981,45,60,120,96,32,19,18,66,63,150,33,79,311,97,248,43,267,124,11,144,5495,569,130,1981,2138
06037137502,1038600,3270,3654,56,10,80,11,456,140,57,40,151,1295,113,2515,153,4450,0.4605,30,1751,8978.0,10738.0,0,1904,710,4582,3726,4552,1110,1751,19,149,119,32,78,38,17,112,66,34,102,115,160,153,174,42,66,53,187,62,4582,1027,220,1751,1904
06037137504,1731700,-666666666,4001,6,0,0,0,38,32,87,50,78,628,32,937,70,1889,0.4733,24,666,5082.0,5315.0,0,706,306,1889,1679,1879,415,666,2,19,65,58,19,54,6,34,83,31,24,32,44,58,85,29,37,141,33,19,1889,513,115,666,706
06037138000,1064500,3501,3803,50,12,30,44,280,197,244,89,50,1587,152,2462,157,4777,0.3698,44,1867,10356.0,12072.0,0,1952,315,4777,4255,4761,1148,1867,49,94,158,97,29,59,60,102,235,92,43,66,103,173,126,33,289,181,112,96,4777,1229,358,1867,1952
06037139001,906000,2401,3381,249,96,198,0,1217,30,126,112,164,1058,396,3013,470,5515,0.4102,87,2275,5738.0,10656.0,0,2361,877,5515,4550,5448,1043,2275,78,0,49,67,17,88,22,108,112,30,169,12,343,166,109,14,241,188,126,88,5515,605,398,2275,2361
06037139200,828200,2336,2622,37,202,56,185,1047,126,22,172,0,1263,172,3392,427,5758,0.44,13,2310,7430.0,11710.0,0,2430,874,5758,5485,5758,1288,2310,0,107,221,54,58,112,56,149,292,82,0,41,23,142,192,60,154,21,51,50,5758,933,330,2310,2430
06037139301,1125400,3501,3671,0,48,21,21,289,157,98,88,116,1187,94,2191,221,4040,0.4118,43,1476,8140.0,9604.0,0,1641,547,4137,3783,4075,800,1476,15,84,63,58,81,12,45,57,156,109,15,50,109,47,159,201,177,145,152,76,4137,841,316,1476,1641
06037139302,373600,2096,1599,129,161,326,158,1504,81,73,23,63,527,148,2933,854,5001,0.3605,179,2031,2126.0,6990.0,0,2064,1795,5001,4220,4994,566,2031,109,0,48,44,38,0,10,60,93,20,78,20,62,208,255,41,122,65,107,10,5001,297,223,2031,2064
06037139303,542400,1739,1979,68,173,135,44,1633,110,105,53,0,617,157,2813,323,4644,0.5495,56,2250,3027.0,8683.0,0,2300,1234,4807,4327,4767,713,2250,40,81,16,8,0,161,135,108,124,89,81,188,52,100,133,139,41,171,47,62,4807,526,89,2250,2300
06037139401,1058600,2083,3431,60,66,72,81,826,12,58,72,8,292,63,1480,162,2431,0.4921,53,1118,1730.0,4370.0,0,1203,430,2431,2079,2408,425,1118,24,47,22,74,36,10,74,22,99,13,20,108,79,12,42,56,42,119,21,42,2431,256,36,1118,1203
06037139402,1772400,3501,4001,8,0,0,0,50,51,64,39,25,905,58,1148,320,2832,0.4918,11,955,7721.0,7946.0,0,1035,223,2834,2662,2798,649,955,29,50,72,45,27,92,62,62,107,119,11,56,18,97,86,54,65,79,179,54,2834,724,173,955,1035
06037139502,1105300,2570,3990,55,77,18,71,486,50,22,107,14,691,85,1755,186,3315,0.4518,41,1177,4257.0,6080.0,0,1278,615,3315,2993,3308,734,1177,39,34,32,47,34,19,66,21,32,48,45,57,195,76,58,76,59,169,108,53,3315,444,247,1177,1278
06037139504,662300,1939,2250,40,71,223,68,1293,18,21,10,0,534,226,2195,581,3764,0.4886,83,1827,2664.0,7278.0,0,1946,440,3764,3642,3753,713,1827,19,9,29,86,37,27,9,52,131,96,130,105,87,65,22,41,116,97,107,31,3764,416,118,1827,1946
06037139505,448800,1748,2031,35,57,133,303,1217,49,0,0,61,327,241,1713,530,2512,0.4733,39,1544,1164.0,4750.0,0,1598,353,2512,1919,2432,354,1544,70,14,16,81,9,38,26,35,182,114,0,0,36,17,10,0,93,71,35,0,2512,196,131,1544,1598
06037139506,463300,2093,2022,10,37,34,104,671,75,83,55,17,832,27,1394,171,3109,0.4282,34,1503,3426.0,5662.0,0,1503,518,3109,2405,3066,502,1503,124,10,80,42,0,54,10,111,33,59,51,115,69,113,11,23,104,11,157,23,3109,676,107,1503,1503
06037139600,1501200,2236,2916,155,46,147,95,1015,94,15,178,49,1305,210,2598,357,5164,0.5739,16,2320,9408.0,13288.0,51,2466,353,5164,4851,5134,1152,2320,132,96,139,101,32,76,15,90,104,76,133,166,43,237,155,0,111,117,102,143,5164,1021,195,2320,2466
06037139701,1698700,2391,4001,51,50,35,0,544,143,116,62,148,1627,317,2487,686,5609,0.5425,50,2171,11886.0,14160.0,36,2376,352,5635,4905,5574,1257,2171,41,134,149,123,27,122,4,200,343,136,107,99,114,232,115,80,42,139,156,139,5635,1321,306,2171,2376
06037139703,2000001,3501,4001,0,4,0,14,40,82,60,23,38,885,90,1250,60,2552,0.453,7,925,6963.0,7229.0,7,983,53,2554,2467,2548,682,925,43,79,97,77,41,36,75,41,62,70,22,81,15,87,82,18,45,76,106,31,2554,759,78,925,983
06037139704,2000001,3501,4001,0,0,0,115,181,7,86,63,23,847,90,1278,195,2871,0.5311,13,1028,6795.0,7765.0,0,1102,99,2871,2748,2806,709,1028,22,37,113,38,122,16,16,89,63,23,21,26,105,87,89,53,80,143,211,21,2871,691,156,1028,1102
06037139705,2000001,-666666666,4001,0,0,0,0,78,254,181,71,48,1224,86,1892,80,4011,0.4096,0,1302,9854.0,10354.0,0,1345,20,4011,3587,4011,1017,1302,42,99,116,167,79,63,53,22,94,93,85,105,30,306,101,141,228,144,84,17,4011,976,248,1302,1345
06037139801,1788000,-666666666,4001,0,0,0,4,20,43,46,39,62,1214,165,1949,230,3514,0.5084,13,1234,,,11,1267,179,3514,3196,3504,882,1234,82,65,66,79,48,17,44,45,127,72,103,60,82,159,174,49,85,67,125,58,3514,953,249,1234,1267
06037139802,1690900,3501,4001,13,12,0,0,110,97,140,39,83,1290,84,1955,145,3832,0.4428,82,1400,10262.0,11197.0,0,1431,205,3832,3602,3832,1116,1400,40,30,78,127,53,95,97,48,161,88,92,30,80,143,177,87,44,61,73,161,3832,1110,180,1400,1431
06037141101,1069000,2291,2774,223,134,117,77,1700,34,23,42,21,652,269,2995,340,4691,0.5656,153,2352,4131.0,10265.0,0,2638,897,4691,4028,4558,634,2352,0,7,44,23,0,26,45,23,65,95,60,25,253,94,88,77,292,46,135,67,4691,435,217,2352,2638
06037141102,1566200,2313,3818,93,116,49,34,963,75,42,58,0,435,242,2021,204,2959,0.4935,66,1398,2545.0,6103.0,0,1507,377,2959,2724,2943,514,1398,30,48,50,16,9,0,7,56,98,11,28,33,99,60,86,62,20,38,17,43,2959,304,114,1398,1507
06037141201,1089800,2063,3983,222,282,348,141,1761,8,125,40,22,477,266,2981,382,3941,0.4618,37,2238,2752.0,9089.0,0,2361,837,3954,3469,3920,403,2238,55,16,26,0,20,0,31,50,0,27,40,24,74,32,82,34,110,90,42,21,3954,427,50,2238,2361
06037141202,930500,2460,3486,137,87,104,132,753,161,82,48,0,713,70,2004,195,3111,0.4569,41,1466,4169.0,6874.0,14,1551,321,3111,2806,3052,595,1466,123,37,101,19,0,13,23,33,45,100,36,15,77,9,62,73,46,41,24,25,3111,553,135,1466,1551
06037141303,595500,2317,2640,107,174,175,93,1293,16,0,26,8,283,236,2227,458,3055,0.4237,25,1576,1283.0,6162.0,0,1802,358,3055,2677,3024,524,1576,19,25,32,31,8,0,21,28,99,16,34,40,81,53,7,21,87,25,11,18,3055,234,49,1576,1802
06037141304,1375000,2335,4001,25,104,136,57,812,152,95,64,44,659,81,1962,316,2947,0.604,18,1471,4335.0,7257.0,11,1688,327,2947,2513,2947,516,1471,21,47,88,0,15,14,41,61,34,45,66,79,21,39,104,56,52,36,122,8,2947,600,47,1471,1688
06037141305,1163600,2102,3710,105,124,181,90,985,9,55,35,0,371,190,1931,288,2913,0.5465,70,1356,2560.0,5858.0,22,1472,717,2913,2579,2839,458,1356,47,58,25,9,18,24,9,34,21,22,33,0,247,0,23,8,92,35,95,27,2913,242,101,1356,1472
06037141306,1160400,2659,3500,162,117,78,103,1125,67,15,19,52,426,360,2275,50,3222,0.4537,9,1551,2543.0,6651.0,33,1668,588,3222,2794,3195,596,1551,10,0,69,0,42,10,19,12,48,0,61,33,95,90,124,44,96,30,67,0,3222,281,142,1551,1668
06037141400,1604300,2289,4001,54,96,5,93,919,142,74,85,27,1085,145,2434,443,4987,0.5566,101,2004,7951.0,11495.0,0,2111,1032,5021,4596,4961,928,2004,12,30,134,61,79,15,22,73,69,112,74,131,233,278,136,120,150,79,54,148,5021,890,195,2004,2111
06037141500,2000001,-666666666,4001,0,0,13,0,47,95,0,56,27,1086,30,1295,78,2887,0.5229,17,1133,9560.0,9988.0,0,1171,185,2887,2698,2776,634,1133,27,51,104,18,43,51,51,88,37,33,108,98,111,63,93,49,136,10,56,34,2887,1055,31,1133,1171
06037141600,1756000,3501,4001,70,0,0,10,235,111,139,72,39,1586,119,2499,250,4035,0.4809,12,1821,10852.0,12271.0,0,1971,461,4035,3732,4005,975,1821,21,96,186,102,8,16,77,51,154,93,58,25,122,111,107,87,32,46,104,144,4035,1437,149,1821,1971
06037141700,1747800,3501,4001,10,57,0,0,129,121,122,132,72,1074,297,1963,41,3086,0.4149,28,1203,7529.0,8337.0,0,1408,277,3086,2655,3050,790,1203,91,47,122,48,44,20,35,52,83,59,42,17,98,59,36,64,68,60,83,43,3086,977,88,1203,1408
06037143101,1663600,2202,4001,37,68,40,42,408,62,14,21,0,692,63,1149,56,2216,0.5844,0,1100,4865.0,6301.0,45,1186,190,2216,1879,2176,506,1100,114,7,77,12,29,0,18,12,55,25,60,80,60,145,63,0,0,81,52,0,2216,559,133,1100,1186
06037143102,842000,2453,3452,113,127,4,87,888,52,30,18,0,304,140,1698,161,2174,0.3941,54,1192,1543.0,4688.0,0,1216,428,2174,1619,2174,369,1192,0,28,7,19,10,0,0,39,40,21,0,6,124,0,81,30,19,0,0,37,2174,265,39,1192,1216
06037143200,937500,1959,3090,153,146,0,87,1489,63,22,76,104,625,320,3255,335,4215,0.5053,20,2114,3672.0,8707.0,98,2296,1239,4215,3201,4215,557,2114,48,32,19,52,15,0,13,0,29,0,58,0,0,19,48,30,82,135,0,73,4215,529,82,2114,2296
06037143301,912500,1961,2500,144,118,191,36,1305,35,11,96,0,278,182,2087,244,3273,0.4552,93,1583,1818.0,6302.0,0,1657,807,3273,2696,3195,393,1583,26,0,9,11,86,10,10,31,132,40,0,11,0,219,59,18,146,130,155,3,3273,224,54,1583,1657
06037143302,1404400,2153,3292,66,143,127,72,910,98,57,31,17,727,245,2081,220,3301,0.4686,57,1637,4796.0,8305.0,23,1711,435,3301,2948,3270,724,1637,11,54,126,22,28,44,21,164,97,19,71,21,139,138,60,0,45,106,65,32,3301,570,157,1637,1711
06037143401,1550900,2450,3743,174,129,99,225,1384,92,38,43,55,953,438,3411,395,5300,0.438,141,2337,5895.0,10856.0,0,2410,653,5300,4495,5232,988,2337,24,118,133,0,54,165,193,0,62,0,0,138,96,82,159,18,175,145,90,151,5300,636,300,2337,2410
06037143402,1173500,2282,4001,80,52,51,24,442,31,31,4,5,349,103,1164,33,1959,0.5857,11,791,2026.0,3853.0,10,832,153,1959,1662,1933,364,791,0,5,16,43,14,6,15,20,49,18,0,23,172,75,25,23,33,85,8,0,1959,190,159,791,832
06037143500,1504500,2732,4001,137,316,45,154,1368,120,337,76,77,1084,199,3187,199,5325,0.4688,43,2452,7124.0,12736.0,0,2638,499,5325,5014,5288,1060,2452,71,73,212,112,10,27,22,81,126,79,29,32,142,151,128,14,171,118,132,85,5325,834,250,2452,2638
06037143602,1075000,1862,4001,206,112,129,168,1370,78,32,123,0,967,279,2733,581,4554,0.5994,139,2337,6660.0,11849.0,0,2466,431,4816,4285,4795,699,2337,31,75,55,50,33,16,180,173,144,76,9,69,60,19,81,125,100,106,142,56,4816,884,83,2337,2466
06037143603,926600,2139,3045,33,100,143,143,952,59,28,42,15,423,111,1848,247,2452,0.4491,54,1375,2124.0,5308.0,0,1454,334,2452,1928,2405,345,1375,28,42,15,12,0,17,47,34,12,30,19,10,99,21,44,29,64,34,8,9,2452,284,139,1375,1454
06037143605,1081300,3338,3464,0,78,153,90,932,7,5,0,0,41,133,1544,191,1899,0.4279,23,973,247.0,2997.0,0,1114,236,1899,1112,1889,207,973,0,0,16,0,0,0,0,0,0,0,8,7,0,52,55,0,22,27,0,0,1899,41,0,973,1114
06037143606,701400,2372,2903,94,144,207,11,1002,11,0,0,6,29,97,1468,196,1759,0.4242,26,1031,164.0,3629.0,0,1062,174,1759,1261,1759,162,1031,0,19,0,0,9,0,28,0,0,16,20,0,40,13,12,0,28,12,0,0,1759,17,12,1031,1062
06037143700,1824100,1954,4001,118,8,43,38,492,219,34,92,189,1294,218,2312,218,3380,0.4951,78,1786,7960.0,9640.0,11,2087,442,3380,2856,3380,630,1786,23,52,146,22,62,0,92,51,25,74,10,25,198,61,20,0,57,37,16,51,3380,1148,138,1786,2087
06037143801,2000001,2837,4001,182,96,0,54,563,38,112,42,12,841,321,1931,244,3201,0.505,29,1404,5485.0,7846.0,0,1504,413,3201,2790,3147,774,1404,76,41,59,0,23,45,0,71,40,83,20,66,119,118,0,0,139,83,66,42,3201,645,182,1404,1504
06037143802,2000001,2522,3629,34,52,72,39,530,55,32,13,12,527,116,1338,136,2273,0.5223,119,1057,3821.0,6191.0,0,1165,86,2273,1780,2207,459,1057,32,130,95,54,7,50,9,109,48,47,28,27,7,72,58,38,103,19,27,43,2273,474,53,1057,1165
06037143901,1991100,3501,4001,17,0,38,0,179,136,180,21,53,1476,60,2146,129,4046,0.5114,41,1655,10859.0,11824.0,0,1796,345,4055,3685,4009,887,1655,24,42,249,53,28,17,58,81,68,57,49,44,52,134,120,80,120,136,175,64,4055,1326,150,1655,1796
06037143902,1826600,2514,3679,121,77,66,36,607,139,61,0,10,808,183,2010,325,3167,0.5727,18,1415,5980.0,8498.0,0,1535,590,3167,2787,3140,527,1415,29,30,112,30,10,39,118,19,27,73,53,43,31,47,132,95,84,82,131,28,3167,699,109,1415,1535
06037181000,1358300,1876,3425,58,18,219,24,580,134,292,135,54,1525,191,3231,450,5516,0.5286,75,2105,9215.0,11606.0,41,2418,1293,5588,4698,5449,1168,2105,152,121,63,91,10,83,12,50,153,145,92,90,138,299,199,48,141,271,70,88,5588,979,528,2105,2418
06037181300,1081800,2052,3370,45,93,37,60,412,104,138,66,96,914,174,2357,266,4053,0.4301,45,1326,5552.0,7321.0,0,1387,1424,4053,3544,4020,778,1326,48,88,79,32,29,7,59,209,51,65,23,48,97,119,140,32,203,44,97,64,4053,582,321,1326,1387
06037181400,1047400,1853,3036,145,195,134,88,974,68,35,77,80,684,212,2576,304,4366,0.5015,92,1658,3568.0,6786.0,10,1749,1611,4463,4015,4343,703,1658,15,24,52,62,21,44,37,29,107,141,35,107,328,107,140,37,38,61,185,72,4463,418,254,1658,1749
