GEOID,B25077_001E,B25064_001E,B25088_001E,B25070_004E,B25070_005E,B25070_006E,B25070_007E,B25070_001E,B25091_005E,B25091_006E,B25091_007E,B25091_008E,B25091_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,B19083_001E,B19057_002E,B19057_001E,B25022_002E,B25022_001E,B25034_002E,B25034_001E,B03003_003E,B03003_001E,B07001_017E,B07001_001E,B11001_003E,B11001_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_001E,B25014_003E,B25014_004E,B25014_001E,B25001_001E
06037125102,1594400,2328,4001,56,28,0,97,421,15,90,37,25,413,86,1289,170,1948,0.4014,7,834,3002.0,4737.0,9,868,175,1948,1523,1901,480,834,71,76,9,30,16,0,25,113,17,16,0,11,133,72,17,34,86,33,43,0,1948,355,58,834,868
06037125200,1099000,2234,2806,72,156,170,173,1348,34,45,41,44,526,331,2516,417,3889,0.46,50,1874,3259.0,8161.0,16,2114,819,3889,3203,3885,485,1874,13,11,35,29,4,22,16,61,53,25,11,44,0,181,161,24,159,119,64,88,3889,403,123,1874,2114
06037125310,967400,2063,3050,70,348,35,89,1583,14,14,39,10,379,187,2206,659,3555,0.5304,36,1962,1858.0,6125.0,9,2390,1170,3598,3334,3571,462,1962,51,34,69,21,19,8,19,0,60,20,48,24,122,86,8,0,79,60,46,65,3598,246,105,1962,2390
06037125321,577800,2030,2306,75,70,113,278,1318,15,42,0,0,91,100,1741,504,2761,0.4185,49,1409,310.0,3997.0,0,1510,989,2761,2323,2761,212,1409,0,49,68,56,0,0,0,18,39,28,0,9,0,35,68,143,0,13,89,12,2761,82,9,1409,1510
06037125322,-666666666,2073,-666666666,55,51,236,144,1417,0,0,0,0,0,129,1390,613,1981,0.5176,146,1417,-666666666.0,3640.0,24,1729,793,1981,1427,1981,155,1417,64,0,0,0,0,30,22,31,54,159,131,0,0,0,0,0,0,0,0,0,1981,0,0,1417,1729
06037125402,898900,2026,3577,48,171,300,191,1623,54,15,102,15,445,343,3112,379,4403,0.411,58,2068,2595.0,7838.0,0,2162,846,4403,3652,4358,577,2068,14,37,97,0,26,0,0,0,36,54,45,37,105,41,83,44,38,0,17,57,4403,280,149,2068,2162
06037125403,507800,2141,3016,45,132,162,209,1363,0,0,0,9,49,201,2030,328,2571,0.3807,100,1412,202.0,4211.0,20,1495,921,2571,1963,2552,259,1412,0,0,0,21,0,68,0,0,21,12,56,12,19,27,13,14,16,0,15,21,2571,37,12,1412,1495
06037125404,-666666666,2366,-666666666,203,181,136,275,1619,0,0,0,0,0,335,2339,462,2886,0.3675,117,1619,-666666666.0,4658.0,0,1871,484,2886,2252,2886,217,1619,0,0,0,16,0,0,7,0,40,17,0,1,0,0,0,20,99,0,71,0,2886,0,0,1619,1871
06037125501,724000,1762,-666666666,83,291,115,107,1389,16,11,7,0,152,195,2025,527,2871,0.5253,123,1541,891.0,5236.0,0,1612,590,2871,2376,2794,267,1541,21,0,35,26,24,86,13,16,7,24,42,0,98,47,39,0,71,36,5,29,2871,110,42,1541,1612
06037125502,691500,1911,3250,118,113,190,284,1520,21,58,9,47,422,343,2641,660,3624,0.6258,95,1942,2216.0,7203.0,34,2084,903,3624,3054,3587,432,1942,29,175,36,16,0,21,12,68,138,20,89,19,75,11,80,16,58,42,26,40,3624,379,43,1942,2084
06037125600,1542600,2055,3902,85,124,38,69,704,46,64,30,36,569,84,1641,239,2941,0.5583,177,1273,4293.0,6764.0,0,1343,607,2941,2694,2886,457,1273,14,28,54,44,48,39,15,24,92,99,52,20,91,75,41,43,133,37,57,72,2941,486,83,1273,1343
06037127102,528000,1729,1765,23,41,15,143,929,39,183,65,7,614,271,2850,1264,4951,0.4688,173,1543,3225.0,6500.0,0,1632,3124,4956,4509,4848,591,1543,26,3,44,37,0,14,27,91,22,31,6,50,102,146,157,3,255,199,130,189,4956,293,289,1543,1632
06037127103,357300,1650,1172,169,151,113,56,1073,0,0,13,0,215,81,2203,297,3360,0.3323,80,1288,1079.0,5206.0,46,1374,1789,3360,2970,3293,446,1288,12,26,42,0,0,11,47,56,18,16,16,34,84,86,151,47,146,14,46,94,3360,139,66,1288,1374
06037127104,646500,1698,1880,116,8,33,29,933,16,62,22,8,464,195,2402,855,4303,0.3719,119,1397,2644.0,5749.0,0,1436,2834,4385,4095,4353,810,1397,35,42,80,23,0,10,82,11,64,38,0,13,156,128,205,49,163,33,265,101,4385,330,134,1397,1436
06037127210,598400,1603,2089,168,121,188,58,1331,25,63,9,4,552,324,3425,616,5617,0.465,56,1883,3129.0,7468.0,0,2017,3249,5630,4824,5589,666,1883,106,55,79,37,11,0,0,9,147,11,56,126,171,217,111,72,113,144,154,49,5630,278,235,1883,2017
06037127220,601400,1641,2332,134,78,124,109,1238,24,42,0,26,459,373,2822,1058,5219,0.5382,59,1697,2224.0,5907.0,0,1792,3675,5219,4438,5200,758,1697,19,29,112,86,28,24,44,35,255,60,9,28,255,84,340,103,59,202,115,77,5219,189,197,1697,1792
06037127300,678100,1832,2389,43,105,53,63,896,77,58,4,26,485,176,2294,322,3819,0.4752,38,1381,3042.0,5699.0,0,1430,2244,3942,3441,3921,499,1381,43,69,96,47,25,25,7,83,101,22,32,35,142,109,118,39,52,27,124,150,3942,230,228,1381,1430
06037127400,593200,1586,2326,128,136,216,116,1356,22,60,69,35,558,248,3272,883,5854,0.4174,78,1914,3050.0,7524.0,0,2030,4476,5855,5484,5785,1017,1914,0,39,98,33,0,0,11,129,72,25,0,14,231,160,203,53,193,163,168,46,5855,279,253,1914,2030
06037127520,-666666666,1556,-666666666,87,212,199,108,1467,0,0,0,16,30,197,2504,1304,4722,0.3615,109,1497,,,0,1497,3879,4722,4132,4693,421,1497,40,8,38,47,0,0,77,29,50,55,40,0,162,201,256,142,108,277,225,84,4722,16,14,1497,1497
06037127603,680600,1733,2667,120,116,24,76,823,23,1,5,0,102,120,1576,627,2788,0.3948,67,925,605.0,3230.0,0,937,2271,2791,2405,2667,334,925,0,25,44,10,0,0,2,32,28,7,0,15,160,55,28,150,83,63,107,51,2791,65,26,925,937
06037127604,621300,1640,2404,163,114,92,178,1276,25,6,34,0,167,51,1641,795,3131,0.4875,34,1443,1046.0,4616.0,8,1541,1608,3141,2693,3130,436,1443,8,0,56,58,30,49,17,32,174,29,28,16,72,180,84,38,56,60,55,36,3141,106,49,1443,1541
06037127605,660800,1728,-666666666,44,151,155,59,947,0,6,0,0,224,129,1884,874,3734,0.4402,50,1171,806.0,4213.0,0,1232,2705,3734,3282,3699,342,1171,0,60,33,11,0,0,0,0,33,18,49,0,112,129,343,45,79,120,242,54,3734,75,37,1171,1232
06037127606,655400,1737,1814,102,129,41,32,775,28,34,11,20,308,50,1665,777,3110,0.4504,14,1083,1861.0,4207.0,0,1170,1880,3110,2842,3063,400,1083,9,23,5,0,0,14,31,85,70,29,7,63,51,68,86,0,129,98,48,145,3110,205,98,1083,1170
06037127711,832300,1698,2154,96,124,76,26,688,59,42,54,0,447,149,1846,552,3207,0.4946,78,1135,2941.0,5441.0,0,1176,1645,3207,2802,3202,438,1135,40,51,29,21,19,40,0,62,111,23,42,42,107,104,122,51,35,40,63,53,3207,375,67,1135,1176
06037127712,832400,1599,1194,87,96,183,228,1312,12,6,9,0,212,122,2186,936,3846,0.4458,40,1524,1344.0,5263.0,0,1641,2284,3859,3482,3841,547,1524,16,69,41,41,0,15,40,15,64,50,4,0,60,167,167,78,111,166,77,28,3859,135,77,1524,1641
06037127803,688800,1788,1817,157,91,69,121,1262,114,24,59,38,360,155,2427,1086,4984,0.4342,173,1622,2257.0,6543.0,0,1874,2778,5068,3949,4955,699,1622,69,34,79,47,23,84,64,29,108,59,109,157,186,309,159,56,74,258,102,74,5068,166,187,1622,1874
06037127804,498500,1769,2288,197,47,111,153,1247,86,42,7,51,385,296,2835,505,4723,0.4263,102,1632,2344.0,6166.0,0,1698,2728,4728,4237,4699,552,1632,41,32,62,0,62,0,56,32,28,68,48,48,202,127,195,64,104,85,143,129,4728,238,93,1632,1698
06037127805,931800,1470,2469,93,46,127,126,992,5,10,15,0,214,132,1738,665,3239,0.4405,78,1206,1485.0,4603.0,0,1225,2082,3518,3360,3505,478,1206,34,7,160,17,69,70,9,76,17,24,77,50,131,107,117,70,33,141,70,53,3518,121,93,1206,1225
06037127806,689200,1752,2228,128,22,151,91,995,16,32,37,22,266,85,2080,532,3576,0.4156,56,1261,1672.0,5052.0,25,1347,2354,3576,3026,3533,530,1261,24,11,24,49,0,0,17,35,13,45,0,0,71,61,91,49,176,133,72,72,3576,168,98,1261,1347
06037127910,698500,1511,3165,73,23,105,82,1144,69,0,66,21,369,209,2453,1299,4758,0.5036,154,1513,2107.0,5763.0,0,1659,3802,4908,4621,4908,629,1513,44,31,2,0,50,26,49,7,107,60,37,98,90,105,88,44,194,286,270,172,4908,171,165,1513,1659
06037127920,682300,1761,2240,33,133,79,40,892,33,34,20,54,604,235,2881,906,4622,0.3935,100,1496,3676.0,7176.0,0,1496,1861,4622,4176,4622,656,1496,82,6,52,31,9,0,53,33,27,77,52,62,113,91,131,79,138,132,67,40,4622,334,242,1496,1496
06037128101,814500,1782,2701,108,6,107,48,773,69,41,40,20,303,91,1731,319,2862,0.5055,88,1076,1848.0,4994.0,0,1177,1405,2890,2670,2875,413,1076,35,20,22,0,7,0,55,38,37,56,34,34,31,65,53,45,49,49,149,30,2890,201,102,1076,1177
06037128102,619500,1661,1593,69,275,113,146,1291,15,0,21,11,309,142,2799,622,4725,0.4142,43,1600,1655.0,5774.0,21,1660,3293,4750,4112,4728,762,1600,36,6,44,70,0,12,36,45,131,20,0,14,124,116,184,97,74,98,127,123,4750,167,62,1600,1660
06037128210,-666666666,1682,-666666666,160,110,213,119,1572,0,0,0,15,56,255,3046,1544,5352,0.3833,155,1628,292.0,5567.0,0,1664,4404,5357,4831,5221,522,1628,67,98,29,0,0,1,17,50,32,1,1,45,173,97,210,177,337,137,199,89,5357,11,45,1628,1664
06037128220,757700,1631,2902,19,99,143,99,848,8,16,23,44,362,40,1604,574,2831,0.463,70,1210,2196.0,4776.0,0,1265,1401,2832,2570,2820,389,1210,15,25,50,25,16,0,0,50,15,15,15,45,49,67,63,11,113,26,32,66,2832,312,40,1210,1265
06037128302,666000,1575,1813,129,146,98,104,1144,9,0,27,13,319,236,2694,1416,4769,0.4407,9,1463,1637.0,5029.0,0,1590,3268,4790,4341,4726,560,1463,0,45,113,79,20,14,34,13,106,43,65,33,299,80,164,176,103,121,78,49,4790,197,99,1463,1590
06037128303,410500,1549,-666666666,76,102,126,107,1040,0,31,0,0,77,177,1870,1076,3445,0.4378,81,1117,349.0,3598.0,0,1186,2824,3487,3069,3409,429,1117,0,23,16,8,9,0,16,9,9,0,9,0,130,107,167,87,106,203,52,59,3487,44,33,1117,1186
06037128400,937900,2168,2951,53,102,57,129,816,44,48,67,203,1013,105,2869,407,4241,0.4057,61,1829,5891.0,8964.0,8,1879,1256,4241,3744,4216,730,1829,0,67,83,28,16,19,20,29,93,11,33,24,106,146,84,46,124,63,131,65,4241,788,174,1829,1879
06037128500,822900,1925,2965,180,144,160,85,1198,57,100,43,48,893,110,2577,351,4078,0.3961,63,2091,5144.0,9146.0,0,2235,669,4104,3703,4084,614,2091,15,79,98,51,17,47,46,88,151,76,6,29,110,83,66,6,127,73,30,36,4104,768,125,2091,2235
06037128601,938700,1639,3103,112,309,98,136,1474,54,26,43,33,259,272,2982,881,5011,0.4712,114,1733,1451.0,6732.0,0,1789,2884,5020,4603,4988,671,1733,39,10,10,11,15,0,34,60,40,9,45,10,170,78,153,59,258,165,62,117,5020,139,120,1733,1789
06037128602,1101900,2008,3424,64,77,38,53,656,79,72,63,62,622,150,1768,242,2859,0.4842,50,1278,4312.0,6811.0,0,1306,495,2863,2664,2836,604,1278,27,114,79,53,9,10,17,82,71,18,21,18,137,72,93,34,104,0,60,13,2863,470,152,1278,1306
06037128703,689800,2252,2364,125,140,123,219,1307,78,0,34,53,324,527,2297,348,3087,0.4785,138,1631,1731.0,6519.0,0,1803,581,3252,2644,3252,304,1631,14,48,161,30,15,13,25,13,85,78,87,87,15,128,0,0,31,27,70,0,3252,302,22,1631,1803
06037128704,1123300,2278,3283,33,39,120,56,335,19,61,39,86,623,104,1443,142,2335,0.5335,0,958,4194.0,5624.0,0,1022,205,2335,2067,2335,459,958,24,75,15,70,0,16,0,14,123,34,19,21,56,78,12,43,34,18,34,99,2335,522,101,958,1022
06037128801,674700,1980,3066,160,76,200,74,1476,69,34,52,9,493,233,2729,361,3740,0.5052,31,1969,2598.0,7252.0,0,2125,571,3740,3004,3694,484,1969,0,26,79,29,20,0,46,73,63,44,9,0,106,27,100,14,42,59,49,10,3740,340,135,1969,2125
06037128802,1037600,2237,3045,123,273,90,64,1313,77,95,55,18,651,119,2534,170,4186,0.4296,22,1964,3654.0,8483.0,0,2276,777,4186,3508,4186,635,1964,21,0,119,0,28,100,108,30,108,31,0,214,79,144,162,18,21,136,132,80,4186,540,111,1964,2276
06037128910,1119700,2120,3685,67,250,135,106,972,118,111,87,129,898,256,2912,285,4728,0.4471,80,1870,5815.0,9522.0,0,1959,1158,4741,4066,4647,785,1870,131,63,75,16,40,26,110,60,39,36,7,27,195,199,216,113,91,65,102,43,4741,589,304,1870,1959
06037131021,718800,1516,2574,11,112,101,54,824,13,55,6,8,192,83,1563,357,3423,0.4317,11,1016,1271.0,3920.0,0,1073,1997,3423,3296,3423,420,1016,3,7,10,12,29,7,17,51,41,42,0,7,90,142,206,158,33,193,199,60,3423,90,75,1016,1073
06037131022,653400,1865,1984,74,62,114,63,859,51,10,16,11,170,102,1876,446,2913,0.4576,31,1029,1072.0,3948.0,0,1102,1367,2917,2412,2866,264,1029,51,58,26,24,25,0,0,19,0,74,0,56,85,48,84,6,82,70,36,81,2917,137,27,1029,1102
06037131023,622300,1852,1747,0,77,58,8,431,12,0,3,43,393,72,1447,309,2774,0.3584,5,824,2156.0,3734.0,0,824,1717,2774,2624,2764,452,824,0,23,14,8,5,0,52,22,34,35,0,50,111,172,27,50,82,38,71,25,2774,202,160,824,824
06037131024,641300,2392,1682,22,124,82,46,524,25,41,33,26,564,217,2338,378,3964,0.4659,127,1088,2966.0,5343.0,33,1094,2397,3984,3613,3944,613,1088,25,243,46,14,55,0,89,36,47,35,0,14,73,74,92,46,83,91,173,137,3984,216,309,1088,1094
06037131100,734500,2914,2370,0,0,8,8,149,97,192,67,56,934,150,1978,235,3329,0.3761,55,1083,5453.0,6295.0,29,1083,1617,3340,2986,3329,600,1083,12,33,53,12,6,68,27,68,130,38,18,9,50,55,141,75,73,69,77,101,3340,572,344,1083,1083
06037131200,649000,1779,2740,0,8,17,15,268,86,230,34,29,948,52,1843,416,3734,0.4883,12,1216,5843.0,6769.0,0,1216,1412,3796,3673,3764,751,1216,76,86,34,12,31,42,22,71,108,73,30,55,38,81,34,82,133,153,281,73,3796,613,318,1216,1216
06037131300,653000,1407,2238,31,0,44,0,207,152,54,47,105,989,165,2293,383,4485,0.3954,100,1196,6023.0,7319.0,0,1196,2843,4502,4189,4447,639,1196,48,68,99,57,8,30,68,65,115,59,13,95,145,137,128,139,131,248,125,124,4502,506,397,1196,1196
06037131400,623600,2095,2306,106,90,132,125,986,37,102,133,119,830,114,3350,457,6033,0.4524,68,1816,4868.0,8723.0,0,1912,2970,6175,5675,6134,902,1816,24,90,47,136,43,33,49,81,114,114,98,82,157,146,258,55,105,188,139,141,6175,391,367,1816,1912
06037131600,647400,1811,2456,3,57,14,20,252,65,79,75,91,1068,312,2696,672,5183,0.3822,67,1320,6196.0,7501.0,8,1482,3055,5194,5095,5168,870,1320,75,29,68,90,34,11,19,61,136,30,32,70,101,108,316,199,37,85,204,64,5194,444,510,1320,1482
06037131701,646200,1883,2896,49,126,151,61,967,94,118,24,65,897,189,2736,935,5297,0.4308,40,1864,5069.0,8527.0,0,1864,2732,5297,4611,5175,894,1864,133,7,91,55,0,9,47,90,144,14,41,24,249,73,249,167,247,28,317,50,5297,657,208,1864,1864
06037131702,597700,2234,2639,22,25,8,22,409,57,80,72,66,849,136,2171,119,3894,0.4824,8,1258,4551.0,6185.0,0,1286,2255,3958,3442,3922,575,1258,67,16,60,25,7,89,13,21,61,51,66,14,65,44,139,46,144,248,162,16,3958,503,236,1258,1286
06037131801,620300,1566,-666666666,118,83,52,70,823,3,41,0,6,169,62,1636,543,3046,0.3943,7,992,779.0,3421.0,0,1131,1826,3068,2679,3026,485,992,0,54,23,22,4,27,19,38,34,41,8,90,143,183,131,0,136,90,112,26,3068,84,37,992,1131
06037131802,639000,1633,2897,11,0,5,0,154,20,63,32,36,610,48,1689,49,2481,0.4422,5,764,3659.0,4366.0,0,803,1176,2481,2206,2481,352,764,5,23,53,0,7,9,51,33,32,34,7,20,79,72,26,5,49,73,46,29,2481,310,234,764,803
06037131900,708300,2676,2438,9,47,66,6,282,87,140,83,34,1075,188,2526,142,4216,0.3227,72,1357,6014.0,7525.0,0,1414,1989,4255,4026,4238,780,1357,105,53,43,51,31,0,23,28,109,137,24,29,134,19,148,83,88,33,66,143,4255,563,470,1357,1414
06037132001,694300,1788,2710,20,49,26,77,404,127,68,55,45,793,105,1674,382,2947,0.4426,31,1197,4564.0,6155.0,0,1197,911,2947,2840,2947,552,1197,28,14,66,66,12,69,5,74,46,79,9,23,43,124,17,45,64,32,98,44,2947,540,234,1197,1197
06037132002,759200,2370,2724,54,74,0,7,428,70,95,93,55,756,160,2155,84,3641,0.3748,75,1184,4432.0,7364.0,0,1184,1784,3707,3394,3701,689,1184,10,96,59,28,11,13,63,52,63,9,19,13,52,147,181,30,102,98,130,247,3707,522,173,1184,1184
06037132101,752300,1777,2572,125,55,14,42,864,113,89,48,61,704,189,1976,1456,4319,0.5024,50,1568,4436.0,7536.0,0,1674,2280,4319,3995,4281,534,1568,28,49,43,15,27,14,5,30,77,14,6,25,287,94,69,42,345,176,322,68,4319,561,125,1568,1674
06037132102,659900,2024,2285,106,0,190,50,1185,143,79,75,16,916,257,3234,745,5279,0.4601,71,2101,5204.0,9403.0,0,2116,2434,5279,4706,5267,655,2101,33,116,111,37,4,74,39,117,165,97,84,62,234,126,122,113,150,141,116,127,5279,580,257,2101,2116
06037132301,492900,1602,2531,203,129,187,107,1284,8,13,0,8,69,122,2119,700,3614,0.4043,70,1353,394.0,3951.0,0,1484,2107,3689,3255,3573,503,1353,0,23,7,71,40,25,34,26,24,99,24,30,264,126,88,0,104,7,21,117,3689,53,0,1353,1484
06037132302,652700,1706,1927,28,90,44,55,471,126,49,49,19,487,103,1963,199,3145,0.3453,20,958,2739.0,4505.0,0,995,2010,3178,2912,3178,553,958,40,30,22,20,11,0,41,12,119,61,12,0,14,92,79,43,67,87,133,52,3178,347,140,958,995
06037132501,619400,1891,2261,68,72,56,76,703,32,31,23,23,589,165,2252,471,4224,0.4211,83,1292,3032.0,5939.0,0,1323,2727,4641,4160,4564,581,1292,16,182,40,48,31,48,52,70,103,70,80,208,180,89,127,25,76,254,110,6,4641,250,224,1292,1323
06037132502,564800,1767,2214,20,9,34,44,484,34,99,42,83,793,169,1444,585,3480,0.4737,28,1277,4006.0,5976.0,0,1306,1365,3565,3167,3501,549,1277,30,63,29,44,48,82,65,29,167,128,78,44,138,59,59,58,121,111,185,39,3565,398,374,1277,1306
06037132700,702500,1420,2587,19,83,57,60,673,169,209,46,29,982,155,2649,868,4823,0.4829,153,1655,5553.0,8086.0,0,1764,2657,4846,4365,4789,936,1655,15,17,271,29,10,64,52,27,352,14,32,50,113,139,142,86,129,40,107,253,4846,630,324,1655,1764
06037132900,887200,2055,3290,53,45,66,85,603,68,190,61,73,661,38,1723,299,3559,0.4151,19,1264,3822.0,6038.0,30,1367,854,3559,3151,3491,774,1264,37,69,29,40,52,53,54,43,157,105,0,62,104,48,138,47,130,79,81,150,3559,390,193,1264,1367
06037133000,604400,2299,2534,62,58,0,14,412,39,61,211,64,1001,277,2209,751,4308,0.3794,40,1413,4995.0,6926.0,0,1459,2298,4373,3822,4368,935,1413,30,245,79,30,19,91,107,96,28,25,59,41,131,45,71,54,124,123,150,26,4373,506,437,1413,1459
06037133101,755200,1824,2939,54,48,16,6,261,28,70,49,10,381,31,899,85,1827,0.3775,16,642,2108.0,3203.0,0,642,741,1827,1651,1779,334,642,11,29,11,7,39,0,30,6,7,22,30,12,67,85,136,11,79,35,15,0,1827,200,164,642,642
06037133102,829800,1606,3232,36,30,183,42,978,25,16,25,108,382,116,1781,477,3535,0.5401,64,1360,2434.0,5534.0,0,1381,997,3703,3168,3678,546,1360,29,27,60,49,11,76,27,58,48,70,155,239,87,98,152,72,35,116,28,98,3703,262,120,1360,1381
06037134001,571400,1759,2368,6,64,59,51,542,3,87,36,32,404,165,2243,479,3714,0.3477,31,946,2099.0,4074.0,0,962,2714,3715,3456,3672,476,946,17,47,47,7,0,16,11,19,49,12,0,12,125,108,99,75,135,113,142,103,3715,145,184,946,962
06037134002,614500,1522,1953,41,69,79,77,732,15,137,63,56,464,225,2056,592,3797,0.4567,79,1196,2662.0,4878.0,0,1196,1996,3798,3500,3787,500,1196,50,161,66,21,31,33,126,45,68,44,16,29,167,66,144,55,173,55,108,104,3798,261,187,1196,1196
06037134101,784900,1544,3099,8,79,7,162,524,65,131,64,68,824,125,2765,995,5401,0.46,134,1348,5366.0,7361.0,0,1426,2809,5414,4822,5401,898,1348,37,27,69,75,20,9,30,86,103,68,64,16,245,261,139,112,266,163,90,59,5414,403,385,1348,1426
06037134103,633200,1928,1952,73,14,6,0,543,41,116,83,64,773,151,2238,1489,4477,0.4734,63,1316,4479.0,6467.0,19,1380,2319,4584,4228,4540,602,1316,35,78,88,104,27,77,53,135,127,145,143,151,110,29,258,218,122,58,104,97,4584,477,252,1316,1380
06037134104,710000,1780,2267,29,45,42,26,621,105,96,7,44,680,204,2407,831,4385,0.4341,88,1301,4454.0,6616.0,9,1361,1750,4419,4059,4392,671,1301,22,50,76,20,92,45,63,58,113,42,12,38,185,215,73,122,69,168,82,31,4419,471,107,1301,1361
06037134201,660700,1429,2885,16,19,0,14,267,95,143,65,129,1039,192,2621,439,4342,0.4116,7,1306,6221.0,7243.0,0,1375,1950,4345,4071,4251,706,1306,46,21,60,14,16,11,55,97,47,35,9,29,123,117,75,48,130,172,55,150,4345,675,280,1306,1375
06037134302,731400,3426,2843,21,0,25,34,245,172,123,71,37,1146,95,2302,569,4278,0.3992,79,1391,6738.0,8138.0,0,1391,1445,4287,4017,4274,659,1391,51,56,100,35,18,11,18,63,105,44,32,240,109,119,77,22,62,124,110,145,4287,723,357,1391,1391
06037134303,693500,2483,2157,122,149,51,28,553,119,144,48,144,1371,268,3329,345,5483,0.4252,95,1924,7340.0,10138.0,0,1924,2208,5597,5315,5586,875,1924,14,52,122,55,13,108,115,104,132,126,78,162,115,70,113,61,117,250,131,36,5597,830,464,1924,1924
06037134304,670700,1887,2423,0,31,38,35,316,57,49,61,64,617,151,1411,459,2844,0.4044,19,933,3981.0,5199.0,0,957,1165,3045,2336,2994,434,933,26,41,134,60,22,67,65,43,87,28,33,32,73,44,110,72,140,52,91,45,3045,402,208,933,957
06037134305,-666666666,1713,-666666666,36,209,57,28,1188,0,12,0,12,24,143,2121,616,3840,0.4397,55,1212,,,0,1232,3050,3840,3598,3765,496,1212,22,34,0,8,0,0,11,20,33,68,30,9,242,156,38,109,73,116,174,145,3840,0,12,1212,1232
06037134306,560100,1786,1269,44,111,118,32,1064,9,46,23,13,366,170,2042,824,3792,0.4086,71,1430,1863.0,5535.0,0,1465,2079,3925,3671,3881,726,1430,51,26,36,30,134,25,25,19,124,19,123,38,163,185,86,66,90,84,92,15,3925,257,96,1430,1465
06037134421,1003000,3501,3673,0,0,33,16,155,168,89,54,45,1359,204,2378,139,4292,0.4283,35,1514,9712.0,10674.0,0,1550,443,4292,4012,4286,1083,1514,52,146,112,52,53,46,23,69,115,119,31,68,42,156,105,80,128,91,65,125,4292,1079,280,1514,1550
06037134422,903700,3344,3072,65,49,9,0,353,165,145,127,65,1203,268,2572,148,4933,0.3763,23,1556,8653.0,10703.0,0,1676,729,4933,4506,4824,1048,1556,14,81,129,109,70,11,91,51,167,128,51,120,86,155,140,34,165,129,141,114,4933,862,335,1556,1676
06037134423,934600,3501,2309,28,8,23,0,356,57,114,78,55,967,52,1381,276,3243,0.4601,48,1323,7278.0,8375.0,0,1356,434,3243,2939,3183,633,1323,7,117,106,48,23,107,101,151,70,72,27,244,47,99,107,44,86,79,23,69,3243,769,198,1323,1356
06037134424,1153400,3501,3750,0,0,17,0,99,69,99,58,56,931,140,1481,117,2795,0.4402,38,1030,6856.0,7449.0,15,1030,109,2821,2526,2766,743,1030,13,49,83,83,42,34,57,73,185,22,40,36,65,53,165,56,39,43,60,55,2821,691,232,1030,1030
06037134520,480000,1510,1382,119,56,179,109,1618,12,35,26,0,286,163,2947,1286,5263,0.3935,8,1904,1219.0,6263.0,60,2121,3709,5263,4598,5165,683,1904,24,43,13,112,32,0,56,59,90,10,64,40,178,121,312,87,146,217,121,83,5263,164,70,1904,2121
06037134521,675000,1589,2550,76,36,94,51,669,0,0,49,0,101,92,1512,736,2922,0.4265,72,770,482.0,2840.0,0,781,2770,2944,2538,2896,314,770,22,0,33,0,14,0,5,39,17,18,0,5,104,77,135,77,119,116,204,89,2944,51,40,770,781
06037134522,545500,1409,-666666666,84,96,92,49,1136,72,0,32,3,315,144,2578,1171,4741,0.4573,129,1451,1820.0,5440.0,0,1563,3165,4741,3992,4670,546,1451,8,54,20,30,0,0,26,23,29,51,29,102,210,95,182,117,126,233,112,42,4741,157,143,1451,1563
06037134710,631800,1638,1572,83,59,141,240,1291,0,16,7,50,291,123,2709,1440,5504,0.4753,81,1582,1668.0,5780.0,0,1660,3563,5531,5085,5488,649,1582,62,28,39,55,16,45,27,39,57,15,70,40,186,226,214,116,264,262,202,77,5531,171,106,1582,1660
06037134720,578000,1991,2614,19,61,62,83,752,74,70,215,35,1017,270,3224,724,5195,0.4451,35,1769,5918.0,8949.0,0,1790,2613,5195,4291,5134,806,1769,54,32,21,41,51,10,95,49,69,51,37,75,90,219,142,32,142,235,142,54,5195,594,339,1769,1790
06037134801,647400,2198,2713,32,10,50,27,313,26,146,96,146,803,66,1668,477,3072,0.3865,23,1116,4311.0,5703.0,0,1147,1246,3091,2856,3034,425,1116,30,36,87,8,9,0,46,45,51,112,25,16,110,20,85,17,55,68,96,32,3091,512,237,1116,1147
06037134802,570300,3501,1914,32,7,0,39,292,99,41,17,23,547,142,1559,781,3117,0.4267,46,839,3083.0,4771.0,0,910,1353,3121,2690,2991,498,839,20,100,11,26,4,32,43,19,79,36,7,56,164,32,145,53,56,102,103,39,3121,314,199,839,910
06037134901,834600,1401,2969,32,20,33,43,464,71,51,29,45,524,171,1649,429,2577,0.473,20,988,3406.0,5191.0,10,1039,910,2577,2424,2553,453,988,46,25,34,71,24,0,54,79,93,21,24,30,55,18,117,94,66,30,62,10,2577,374,150,988,1039
06037134904,671300,1394,2934,73,60,6,37,789,97,77,77,40,631,376,2967,791,4608,0.4509,78,1420,3724.0,6671.0,0,1515,2258,4615,4268,4594,623,1420,58,24,128,11,29,3,32,49,50,85,12,12,49,70,214,72,27,43,157,149,4615,327,232,1420,1515
