GEOID,B25077_001E,B25064_001E,B25088_001E,B25070_004E,B25070_005E,B25070_006E,B25070_007E,B25070_001E,B25091_005E,B25091_006E,B25091_007E,B25091_008E,B25091_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,B19083_001E,B19057_002E,B19057_001E,B25022_002E,B25022_001E,B25034_002E,B25034_001E,B03003_003E,B03003_001E,B07001_017E,B07001_001E,B11001_003E,B11001_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_001E,B25014_003E,B25014_004E,B25014_001E,B25001_001E
06037113212,691200,2297,2152,36,37,54,5,398,13,89,68,8,572,186,1703,87,2771,0.3797,0,970,3552.0,5269.0,0,992,882,2888,2714,2871,374,970,12,22,93,64,83,18,34,70,58,35,43,61,76,76,47,97,77,69,38,39,2888,492,75,970,992
06037113213,692300,2200,2763,81,61,144,36,584,151,72,184,84,1121,93,2958,216,4955,0.3637,70,1705,6830.0,9371.0,0,1727,1657,5087,4697,5024,982,1705,72,43,51,60,34,43,102,137,125,31,68,61,105,185,93,79,96,195,208,89,5087,715,350,1705,1727
06037113231,912000,2740,2323,20,0,0,0,103,93,66,36,41,728,99,1289,135,2160,0.4392,12,831,5192.0,5750.0,0,869,182,2161,1918,2161,585,831,0,25,22,60,47,13,29,47,96,37,54,36,64,35,51,37,49,14,117,6,2161,583,115,831,869
06037113232,884400,2156,3356,10,0,39,22,243,172,159,130,124,1256,175,2610,377,4470,0.3775,26,1499,8526.0,9785.0,0,1541,920,4596,4254,4571,845,1499,105,88,110,59,71,23,107,27,132,78,66,68,43,105,13,163,147,95,59,53,4596,871,378,1499,1541
06037113234,524000,1894,1392,174,62,132,82,902,23,58,25,92,735,316,2865,887,5653,0.4882,40,1637,4091.0,7299.0,0,1716,3354,5653,4873,5613,637,1637,9,110,114,83,8,35,53,53,166,89,52,37,186,272,291,67,244,140,161,88,5653,485,232,1637,1716
06037113235,596800,2673,1703,8,31,23,27,184,9,13,32,42,463,97,1034,75,1727,0.4929,19,647,2663.0,3507.0,0,702,514,1727,1681,1727,299,647,4,38,45,41,8,0,35,35,77,19,5,6,28,47,63,45,31,37,19,12,1727,355,90,647,702
06037113237,916500,2048,4001,80,49,34,32,460,88,69,178,29,1100,66,2370,303,4725,0.4236,6,1560,7854.0,9626.0,0,1672,1343,4725,4302,4605,986,1560,44,65,105,93,51,29,61,52,214,91,61,137,115,81,156,157,259,84,0,66,4725,643,436,1560,1672
06037113238,524800,1794,2789,73,63,147,78,1066,34,30,28,8,384,98,2422,589,4547,0.4411,73,1450,1952.0,5911.0,0,1519,2619,4547,4117,4547,565,1450,83,87,32,91,24,0,14,56,13,0,18,58,118,192,108,86,14,176,337,54,4547,236,90,1450,1519
06037113239,-666666666,1737,-666666666,60,12,42,106,660,0,10,0,0,230,142,1358,330,2343,0.4093,22,890,1175.0,3644.0,0,890,1144,2343,1908,2302,239,890,30,15,30,31,23,33,28,21,25,19,79,87,0,97,27,116,41,11,47,57,2343,144,86,890,890
06037113301,1048900,2970,3449,0,155,24,131,907,34,27,94,56,731,254,2637,581,4826,0.4635,9,1638,5493.0,9167.0,158,1835,895,4830,4151,4707,857,1638,12,36,112,56,17,107,57,7,67,91,62,159,114,176,48,85,130,63,153,73,4830,504,227,1638,1835
06037113303,739400,2641,2529,35,34,14,19,194,87,49,113,119,1090,101,2007,255,3729,0.4256,61,1284,6851.0,7724.0,0,1284,1102,3774,3344,3745,686,1284,15,116,89,50,11,40,80,68,131,66,37,126,117,56,125,83,176,72,24,55,3774,702,388,1284,1284
06037113322,847900,2228,3032,19,150,32,11,356,81,144,144,59,1156,131,2384,146,4562,0.369,45,1512,7797.0,9297.0,0,1546,1091,4584,4500,4584,881,1512,85,137,80,16,57,33,38,156,101,80,49,183,54,115,116,162,95,140,118,42,4584,881,267,1512,1546
06037113323,582800,1718,2611,205,129,26,176,1026,101,7,43,0,473,127,2252,311,3619,0.4008,32,1499,2803.0,6223.0,0,1551,1525,3619,3200,3535,456,1499,69,22,55,18,0,0,28,62,95,17,9,18,71,28,75,16,121,124,113,149,3619,376,89,1499,1551
06037113324,438800,2013,2313,129,79,282,62,868,16,0,45,0,124,40,1244,170,2771,0.3582,15,992,616.0,3246.0,0,1043,1466,2771,2748,2759,510,992,14,0,0,16,4,0,14,4,0,16,83,5,170,182,214,9,165,276,0,0,2771,99,25,992,1043
06037113423,650000,1870,2760,4,19,45,27,256,79,150,47,52,610,155,1516,503,3077,0.415,29,866,3567.0,4632.0,0,866,1834,3077,2773,3043,450,866,11,43,55,12,31,10,9,11,11,16,67,19,78,175,0,79,212,199,82,50,3077,301,302,866,866
06037113424,672100,2454,2492,6,18,49,35,357,79,160,36,19,716,96,1832,273,3319,0.3525,7,1073,4687.0,6146.0,19,1335,1511,3346,2946,3312,539,1073,79,60,28,39,31,65,63,41,44,76,30,95,163,299,61,22,34,0,21,59,3346,451,229,1073,1335
06037113425,567700,2126,2148,30,131,216,166,1335,0,2,0,22,35,189,2738,371,4499,0.2861,62,1370,144.0,5151.0,0,1370,3210,4499,3767,4412,643,1370,21,85,18,13,0,3,35,2,1,17,0,0,175,135,111,151,91,143,214,128,4499,33,2,1370,1370
06037113426,686300,2050,2381,14,39,56,22,396,41,53,6,19,335,79,1130,496,2322,0.4997,0,731,2071.0,3858.0,0,731,1160,2322,2223,2315,375,731,0,13,16,21,52,19,22,72,40,45,70,54,90,53,30,23,14,22,43,79,2322,160,152,731,731
06037113427,450300,1700,2050,60,98,65,151,680,0,0,0,48,271,64,1499,337,2328,0.3976,74,951,1561.0,3858.0,0,989,1188,2360,2026,2355,263,951,0,0,44,10,0,0,0,0,41,14,4,0,23,73,159,36,139,143,77,0,2360,209,62,951,989
06037113428,650000,3501,2483,0,22,0,50,137,98,87,73,77,950,297,2676,423,4198,0.511,24,1087,6302.0,6931.0,0,1105,1660,4222,3924,4186,737,1087,63,36,30,28,33,66,30,93,41,21,21,69,123,65,243,48,127,102,23,70,4222,450,400,1087,1105
06037115101,1023300,-666666666,3161,0,22,38,36,261,141,99,127,69,1534,158,2425,517,4655,0.4885,28,1795,11683.0,13121.0,0,1963,1015,4678,4441,4678,1021,1795,81,81,151,61,60,68,95,126,171,176,0,71,0,95,83,78,46,133,271,60,4678,1206,322,1795,1963
06037115103,-666666666,-666666666,-666666666,0,0,4,0,8,0,0,0,0,0,106,1053,4,26,0.1736,0,8,,,0,22,844,2725,1419,2725,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,19,2725,0,0,8,22
06037115104,604300,1917,2094,165,40,101,143,1454,39,21,17,30,522,290,2611,1073,4301,0.5391,38,1976,3356.0,7233.0,0,2256,991,4327,3304,4327,520,1976,98,39,40,12,34,32,43,24,35,6,63,56,111,72,62,36,0,20,115,49,4327,401,121,1976,2256
06037115202,711600,1993,2504,100,111,64,43,1202,96,58,92,62,867,366,4088,1272,5988,0.4442,128,2069,5324.0,9911.0,0,2138,3011,6010,5193,6010,825,2069,112,39,115,94,25,7,60,91,44,104,15,49,90,43,37,27,57,113,120,7,6010,550,317,2069,2138
06037115203,945500,1758,3132,85,70,92,15,728,21,0,27,12,308,23,1535,389,2236,0.5193,11,1036,2639.0,5005.0,0,1189,1134,2236,1874,2218,403,1036,0,93,27,0,0,23,13,136,86,13,14,24,0,50,69,0,48,0,53,35,2236,257,51,1036,1189
06037115204,801400,1851,1935,288,60,51,80,1039,36,85,6,39,536,140,2269,355,3771,0.3798,11,1575,3149.0,6560.0,0,1780,1011,3806,3593,3719,516,1575,38,68,75,53,9,0,12,40,70,26,86,42,214,59,47,14,92,34,71,65,3806,290,228,1575,1780
06037115301,847200,2266,2601,43,166,80,29,763,72,47,104,94,814,40,2272,334,4466,0.4346,47,1577,5444.0,8164.0,0,1749,1130,4511,3812,4486,895,1577,99,34,87,66,23,88,38,73,102,108,57,65,176,154,158,67,95,64,125,62,4511,597,207,1577,1749
06037115302,689300,1742,2465,55,41,61,56,679,38,55,61,0,375,115,2146,699,3912,0.3736,56,1054,2359.0,5152.0,0,1078,2947,3912,3708,3865,534,1054,14,12,38,35,4,6,41,16,75,36,3,26,119,113,222,90,178,100,128,69,3912,208,145,1054,1078
06037115401,751200,1783,2866,63,48,137,120,1290,75,95,29,38,657,145,2988,951,5821,0.4906,37,1947,4361.0,9016.0,0,2037,2570,5847,5461,5790,1024,1947,112,50,86,33,52,35,43,98,60,135,70,41,168,136,211,184,118,123,298,154,5847,374,221,1947,2037
06037115403,717600,1577,3472,71,55,155,83,816,16,41,33,6,243,166,2038,870,3477,0.4203,18,1059,1575.0,4368.0,0,1093,2212,3477,3191,3440,545,1059,35,9,47,5,5,6,26,43,30,0,13,25,117,180,98,82,187,160,80,26,3477,129,113,1059,1093
06037115404,710500,2281,2580,7,45,72,70,504,31,28,17,35,347,155,1607,355,2813,0.4363,5,851,1977.0,4047.0,8,890,1202,2830,2449,2817,422,851,13,24,41,18,15,3,9,39,34,11,15,11,55,35,133,60,69,54,178,32,2830,170,164,851,890
06037117101,598800,1574,2605,0,70,39,17,468,154,127,95,129,997,119,2754,640,5252,0.3766,59,1465,5371.0,7126.0,0,1522,2056,5252,4682,5232,758,1465,23,31,14,44,21,20,21,97,32,43,0,11,101,185,160,203,97,242,216,161,5252,485,471,1465,1522
06037117102,600900,2523,2317,9,7,34,5,152,66,77,80,23,650,81,1403,269,2481,0.3833,36,802,3490.0,4151.0,0,861,1505,2504,2391,2504,393,802,40,25,54,55,26,10,19,20,122,48,13,19,49,22,109,58,11,53,50,52,2504,316,276,802,861
06037117201,685000,1448,1933,66,91,0,108,904,0,31,0,46,315,193,2238,1046,4098,0.4812,123,1219,1595.0,4845.0,0,1278,2830,4250,3587,4246,474,1219,14,55,19,22,0,21,0,75,37,56,42,112,69,99,191,102,153,32,133,185,4250,115,163,1219,1278
06037117202,689800,-666666666,2583,5,24,23,28,324,58,31,96,65,599,244,1374,251,2807,0.4657,79,923,3646.0,4648.0,0,951,1148,2853,2625,2843,412,923,36,17,121,46,46,36,26,62,137,42,34,62,85,62,124,42,75,41,48,44,2853,312,245,923,951
06037117301,766800,3501,2774,8,0,88,25,291,91,56,24,51,810,152,1954,152,3632,0.3485,60,1101,5085.0,6795.0,0,1130,1412,3632,3168,3616,605,1101,48,31,52,16,29,70,85,47,65,35,37,40,126,73,82,65,121,120,83,48,3632,483,327,1101,1130
06037117302,789800,1818,2496,25,9,48,51,333,158,114,68,76,1260,171,2705,305,4953,0.3679,52,1593,8098.0,9434.0,0,1705,1447,4957,4519,4922,985,1593,46,48,48,49,65,83,28,110,120,131,10,135,73,89,390,95,119,193,58,95,4957,747,484,1593,1705
06037117303,798400,1755,2430,0,12,0,28,166,118,161,97,47,1012,98,2093,524,4423,0.3805,61,1178,6491.0,7552.0,0,1205,2417,4428,4243,4353,819,1178,116,29,147,7,17,29,30,202,140,54,30,55,91,107,101,55,233,74,174,23,4428,479,524,1178,1205
06037117404,784000,3250,2654,10,8,22,27,307,94,161,81,42,1082,227,3123,445,5542,0.4216,52,1389,6820.0,8192.0,0,1396,2564,5548,4660,5493,866,1389,179,125,62,32,42,7,86,84,45,18,68,31,148,167,102,25,280,136,106,205,5548,521,527,1389,1396
06037117405,368000,1600,1813,16,61,73,78,787,0,5,0,31,68,101,1709,1133,3137,0.3822,40,855,293.0,3297.0,0,909,2886,3176,2913,3158,281,855,0,0,33,6,9,0,0,35,26,0,1,2,55,143,107,151,97,124,167,106,3176,25,43,855,909
06037117407,-666666666,1558,-666666666,60,204,42,69,1003,0,0,4,0,4,172,1684,1005,3559,0.347,105,1007,,,0,1027,3349,3566,3364,3546,420,1007,57,6,13,0,0,0,40,49,19,0,0,0,237,188,119,142,129,222,91,75,3566,4,0,1007,1027
06037117408,593300,1500,1719,43,53,98,29,616,11,9,0,6,102,62,1161,948,2404,0.4138,62,718,534.0,2263.0,0,735,1817,2404,2275,2389,278,718,0,25,21,13,6,6,42,16,17,0,9,11,79,181,88,83,77,64,90,112,2404,32,48,718,735
06037117510,419400,1937,2321,103,140,46,69,901,43,16,0,39,134,92,2124,610,3776,0.5305,77,1035,705.0,4138.0,0,1129,3048,3807,3142,3760,488,1035,10,8,30,40,12,12,20,12,19,32,32,0,220,135,163,101,139,138,50,120,3807,77,40,1035,1129
06037117520,498200,1732,1864,50,103,63,86,970,15,3,0,5,101,169,2182,1714,4570,0.5064,73,1071,576.0,4178.0,0,1107,3819,4571,4279,4495,382,1071,0,5,61,12,0,7,25,0,68,0,0,18,304,241,207,44,158,130,228,126,4571,33,60,1071,1107
06037117530,477400,1542,2179,120,141,107,73,1393,22,60,49,16,318,244,3164,1672,5963,0.4775,116,1711,1960.0,6712.0,0,1748,4424,5963,5471,5875,804,1711,38,16,69,47,27,43,57,89,39,81,0,57,120,160,183,229,268,263,199,137,5963,227,72,1711,1748
06037119001,606700,2665,2103,33,0,41,21,175,27,71,118,69,845,131,2720,403,4462,0.3377,52,1020,4794.0,5686.0,0,1033,3113,4462,4125,4411,646,1020,41,46,60,60,89,0,37,39,148,62,11,37,156,142,57,102,87,78,140,26,4462,203,488,1020,1033
06037119003,599700,1758,2406,39,0,44,13,212,57,82,50,97,632,97,2049,280,3830,0.3504,29,844,3281.0,4096.0,0,873,3473,3895,3752,3895,539,844,67,15,66,69,49,0,35,13,63,55,37,0,78,77,25,117,44,202,177,83,3895,151,222,844,873
06037119004,640500,1651,3065,0,5,9,7,222,53,36,19,0,493,155,1373,157,2768,0.4256,0,715,3193.0,4093.0,0,795,2257,2768,2676,2768,351,715,19,30,26,9,6,28,47,34,24,36,10,92,45,86,88,13,186,134,94,36,2768,163,311,715,795
06037119201,609600,2646,2116,42,6,0,0,162,41,54,142,54,712,267,2260,664,4387,0.3944,25,874,3738.0,4597.0,0,903,3819,4412,4242,4391,531,874,59,30,41,33,38,43,29,71,44,53,63,53,69,85,232,45,165,68,122,102,4412,207,231,874,903
06037119202,577500,2038,2379,13,31,64,29,340,41,50,66,28,794,103,2348,962,4766,0.3311,3,1134,4296.0,5507.0,0,1150,4149,4766,4658,4716,580,1134,85,0,63,102,28,15,39,30,87,93,91,34,116,90,159,186,155,185,126,35,4766,329,246,1134,1150
06037119310,402000,1407,2180,20,9,34,80,448,101,71,36,36,784,152,2360,453,3779,0.4436,41,1232,3665.0,5292.0,0,1265,2360,3931,3481,3931,464,1232,33,21,86,65,27,14,64,85,117,94,34,55,62,131,127,63,69,121,98,15,3931,277,438,1232,1265
06037119320,525100,2020,2377,118,79,93,60,842,18,10,87,0,441,295,2663,336,4475,0.4035,46,1283,2506.0,5495.0,0,1283,3197,4475,4112,4475,649,1283,0,79,31,26,0,0,49,45,25,15,78,27,116,197,96,72,105,164,222,115,4475,164,238,1283,1283
06037119340,-666666666,1601,-666666666,64,140,73,52,1009,0,0,0,0,3,182,1964,1272,3891,0.3781,67,1012,,,0,1077,3625,3905,3609,3875,410,1012,0,0,13,0,0,0,0,10,0,0,1,0,113,121,254,34,182,312,114,89,3905,3,0,1012,1077
06037119341,460700,1829,1960,33,49,39,66,531,20,39,27,21,326,81,1552,428,2750,0.44,21,857,1716.0,3893.0,7,865,1825,2750,2630,2748,408,857,33,34,35,18,53,44,121,16,85,66,23,9,17,132,45,41,64,45,55,39,2750,129,187,857,865
06037119342,407400,1792,2363,27,62,6,33,408,85,13,44,44,378,94,1635,398,2841,0.388,59,786,2019.0,3858.0,0,823,2209,2850,2774,2846,314,786,0,8,67,6,0,0,17,17,53,31,18,9,87,93,101,111,36,135,90,56,2850,141,225,786,823
06037119400,623200,2522,2363,40,31,48,0,231,33,178,126,94,908,99,2496,529,5061,0.3861,46,1139,5134.0,6264.0,0,1149,4037,5061,4826,4981,759,1139,45,70,56,9,28,11,18,50,17,130,144,5,75,225,185,178,178,169,93,79,5061,289,398,1139,1149
06037119700,652000,1093,1577,13,0,126,22,236,76,6,126,10,1011,75,2409,181,4127,0.4403,18,1247,6294.0,7552.0,0,1352,1969,4269,4130,4226,642,1247,22,69,77,23,10,20,41,95,49,117,20,77,249,90,128,132,0,106,48,32,4269,658,236,1247,1352
06037119801,634500,3206,1913,8,0,33,0,114,14,61,88,11,517,97,1330,146,2551,0.3607,33,631,3007.0,3595.0,0,631,1949,2556,2411,2532,328,631,18,57,30,5,18,34,28,95,17,21,42,38,86,56,49,104,100,55,93,2,2556,272,133,631,631
06037119802,610100,2138,2140,19,30,47,21,224,30,25,67,16,567,60,1512,402,3170,0.3406,6,791,3227.0,4316.0,9,837,2527,3238,3072,3178,556,791,21,33,27,75,21,0,0,67,43,97,6,0,49,68,114,83,57,60,73,101,3238,235,261,791,837
06037119900,598800,2109,1969,22,22,14,21,193,67,150,57,67,1040,99,2284,135,4502,0.3674,16,1233,5782.0,6496.0,0,1292,3346,4521,4301,4486,734,1233,33,22,119,0,16,58,48,27,180,113,27,35,87,86,196,183,87,93,142,48,4521,467,401,1233,1292
06037120010,601400,1565,2099,88,29,64,31,392,52,39,47,0,371,126,1504,216,2675,0.3747,45,763,1879.0,3399.0,0,763,2066,2700,2465,2674,443,763,83,13,15,0,6,0,51,47,54,0,0,9,98,82,79,39,108,89,97,53,2700,170,136,763,763
06037120020,624200,1443,2295,53,30,135,24,1048,10,3,26,15,211,295,2591,834,4273,0.4611,77,1259,1175.0,4754.0,0,1270,3096,4359,4091,4359,562,1259,137,89,47,0,11,0,97,30,7,52,0,0,88,213,95,115,175,34,166,100,4359,46,132,1259,1270
06037120030,-666666666,1326,-666666666,52,65,83,37,660,0,4,0,0,49,183,1320,900,2614,0.3672,90,709,306.0,2596.0,0,731,2291,2614,2533,2604,378,709,4,0,53,9,5,22,2,19,40,33,23,0,52,90,142,84,88,135,128,39,2614,39,10,709,731
06037120103,542900,1488,1392,22,64,17,70,780,0,27,0,0,58,193,1416,1551,3030,0.4359,39,838,275.0,2991.0,0,850,2818,3030,2795,2956,271,838,0,19,11,9,2,0,35,0,15,32,0,0,109,88,271,143,199,209,95,83,3030,42,4,838,850
06037120104,579500,1759,1663,33,83,93,40,728,0,10,16,0,75,114,1177,592,2375,0.4736,61,803,415.0,2958.0,0,825,1450,2375,2218,2341,233,803,10,31,23,10,5,7,53,68,30,5,0,59,82,120,114,55,58,38,76,27,2375,29,40,803,825
06037120105,530700,1235,2435,48,15,30,103,597,51,54,15,2,256,97,1407,621,2691,0.4908,71,853,1370.0,3403.0,0,883,2114,2691,2385,2668,343,853,31,23,25,32,6,37,49,11,134,37,5,46,56,29,83,110,82,90,95,49,2691,76,180,853,883
06037120106,-666666666,1429,-666666666,82,28,89,88,1052,28,14,0,15,260,293,2287,1159,4335,0.4921,19,1312,991.0,4414.0,0,1357,3311,4443,4260,4426,509,1312,28,216,45,34,22,11,28,7,54,6,0,41,246,189,312,106,88,67,170,90,4443,174,58,1312,1357
06037120107,479200,1522,1553,50,149,91,140,1084,8,5,0,0,40,180,1857,1277,4044,0.3684,120,1124,282.0,3652.0,0,1124,3414,4044,3569,3895,457,1124,41,35,36,6,0,29,31,41,58,4,0,9,250,153,315,56,146,158,150,181,4044,35,4,1124,1124
06037120108,400300,1548,1946,61,129,46,8,887,123,48,21,21,537,202,2594,960,4479,0.4822,34,1424,2920.0,6323.0,0,1475,3484,4511,4300,4511,624,1424,94,18,8,75,10,0,78,44,34,31,2,71,67,187,153,76,149,214,140,63,4511,294,226,1424,1475
06037120300,643300,1436,2254,11,36,40,71,489,112,95,55,12,999,269,2660,879,5259,0.4335,121,1488,5258.0,7235.0,0,1523,2504,5299,4888,5205,798,1488,10,93,87,40,0,26,20,90,84,48,74,78,219,115,143,167,128,229,194,35,5299,442,339,1488,1523
06037120400,619300,1524,2273,83,241,209,34,1308,0,110,47,59,778,332,3066,645,6000,0.422,82,2086,4322.0,8721.0,0,2086,3423,6170,5661,6145,928,2086,102,73,62,59,98,35,65,148,137,99,66,130,153,235,200,73,100,243,204,22,6170,413,360,2086,2086
06037121010,701800,1466,2725,13,33,84,49,371,113,103,47,48,835,160,2915,358,5232,0.4602,210,1206,4941.0,6169.0,0,1260,3272,5277,5192,5271,706,1206,52,85,75,101,52,0,41,91,115,41,60,30,131,123,109,52,104,22,292,100,5277,316,326,1206,1260
06037121020,685900,1806,2152,58,26,27,49,468,20,107,31,93,607,185,2057,553,3627,0.4081,56,1075,3686.0,5608.0,0,1145,2280,3661,3391,3627,491,1075,30,14,79,40,26,9,48,8,78,53,11,9,137,77,105,51,77,87,150,98,3661,332,258,1075,1145
06037121101,562500,1590,2321,62,77,80,23,590,63,13,8,68,399,87,1726,357,3191,0.4281,74,989,2190.0,3971.0,0,1032,2302,3191,2924,3191,478,989,14,47,75,23,8,10,9,49,10,22,9,20,64,63,38,41,65,78,151,33,3191,104,245,989,1032
06037121102,663600,2058,2390,12,0,39,13,304,29,48,31,17,468,45,1112,150,2260,0.4568,9,772,2581.0,3817.0,4,837,1080,2271,2141,2253,371,772,12,33,26,31,32,32,6,87,51,22,62,10,49,44,56,44,35,105,73,71,2271,304,135,772,837
06037121210,621800,1141,2114,34,18,24,73,263,57,58,27,43,501,105,1200,262,2773,0.4194,22,764,2896.0,3685.0,19,851,2133,2922,2628,2847,393,764,36,53,46,42,30,40,76,63,56,107,7,31,73,23,114,41,54,81,161,21,2922,285,101,764,851
06037121221,593300,1414,2112,20,29,7,0,91,31,46,32,24,426,65,1226,226,2225,0.4296,15,517,2521.0,2754.0,0,531,1656,2237,2149,2222,282,517,9,67,51,17,0,20,29,39,65,17,0,17,28,105,73,43,61,59,6,27,2237,170,209,517,531
06037121222,656300,1649,2077,53,133,68,142,695,54,45,108,31,548,176,2673,769,4822,0.4432,67,1243,3155.0,5490.0,0,1288,4001,4872,4693,4791,562,1243,27,29,88,0,26,21,0,29,36,10,21,27,74,149,144,101,144,197,88,93,4872,192,241,1243,1288
06037121600,684100,2092,2198,0,0,31,7,104,51,76,113,17,675,109,1361,351,2624,0.4037,9,779,3988.0,4526.0,0,863,472,2635,2470,2610,353,779,17,37,74,19,25,15,93,46,58,15,50,5,96,173,14,41,19,85,63,48,2635,352,301,779,863
06037121801,569600,1728,1904,39,75,28,23,816,30,20,27,17,341,201,2043,508,3864,0.4118,65,1157,1896.0,4680.0,0,1280,3051,3916,3544,3826,564,1157,11,66,53,0,53,0,0,36,51,68,0,0,134,104,201,104,34,109,199,68,3916,105,187,1157,1280
06037121802,651400,1188,2562,5,19,60,34,244,30,26,39,18,451,131,1377,635,2986,0.4317,41,695,2415.0,3407.0,0,783,2149,3026,2735,3021,364,695,16,13,48,16,6,15,45,61,43,13,12,16,77,62,44,46,157,91,93,43,3026,137,238,695,783
06037121900,668200,1715,1116,11,78,98,27,569,0,33,11,33,467,243,1846,491,3285,0.4417,75,1036,2563.0,4844.0,38,1250,2595,3314,2752,3314,386,1036,0,30,30,20,15,8,35,33,72,36,47,3,48,88,102,71,36,130,76,97,3314,225,215,1036,1250
06037122000,706400,2007,2742,0,13,41,31,445,158,80,39,74,1132,245,2875,402,5034,0.5273,68,1577,6922.0,8613.0,0,1608,2146,5034,4898,5034,723,1577,84,45,156,8,40,21,31,146,168,39,99,46,112,101,21,86,55,248,85,111,5034,691,361,1577,1608
06037122120,681400,1768,1691,45,52,47,0,529,42,35,35,56,656,173,2358,605,4659,0.4156,71,1185,3680.0,6182.0,0,1205,3693,4692,4474,4635,715,1185,63,104,24,31,0,12,96,79,119,43,1,70,49,188,125,81,66,209,208,144,4692,303,295,1185,1205
06037122121,619100,1499,1990,9,76,24,79,493,29,21,9,3,295,61,1349,625,2843,0.416,43,788,1709.0,3301.0,0,804,2349,2853,2620,2825,467,788,9,15,55,12,0,0,8,32,17,7,6,32,24,103,94,110,110,168,152,52,2853,114,126,788,804
06037122122,500000,1700,2106,51,0,31,65,547,0,0,0,0,108,27,1103,728,2507,0.4193,61,655,535.0,2644.0,13,697,2190,2507,2398,2477,212,655,25,49,23,28,16,0,13,19,54,0,22,19,57,211,153,68,152,47,79,77,2507,38,59,655,697
06037122200,670000,2124,2052,33,21,38,43,447,60,33,14,51,429,62,1949,353,3883,0.3917,83,876,2292.0,4310.0,20,952,3034,3884,3754,3832,595,876,24,49,49,14,30,27,45,31,22,78,42,9,104,73,149,117,199,87,110,35,3884,115,238,876,952
06037122410,500000,1533,2381,111,129,112,133,1014,0,0,12,21,192,131,2206,677,3821,0.4998,32,1206,1026.0,4396.0,13,1235,3229,3949,3596,3929,483,1206,25,61,42,16,13,5,7,26,40,34,13,43,165,80,168,113,96,146,76,76,3949,123,28,1206,1235
06037122420,684500,1489,2111,61,115,28,127,823,18,79,85,0,490,95,2637,937,5064,0.4594,174,1313,2742.0,5283.0,0,1370,4229,5113,4845,5093,536,1313,22,74,70,0,0,28,19,0,113,38,79,25,69,139,155,142,130,118,252,160,5113,155,213,1313,1370
06037123010,592400,1580,2535,19,14,0,104,672,44,23,10,5,325,99,1772,873,3908,0.4517,91,997,1979.0,4472.0,0,1037,3329,3948,3479,3922,388,997,6,42,25,51,12,41,31,33,113,26,46,11,93,202,155,109,71,120,182,102,3948,95,216,997,1037
06037123020,584000,1677,1561,0,106,7,6,293,15,43,21,12,391,84,1613,167,2619,0.4235,0,684,2079.0,3305.0,0,751,2007,2634,2450,2622,365,684,33,17,38,25,24,23,18,28,12,27,30,24,24,73,79,36,41,28,65,24,2634,156,183,684,751
06037123103,627300,1730,2442,82,191,78,100,997,61,43,21,55,599,228,2613,574,3899,0.3825,111,1596,2992.0,6242.0,0,1684,1821,3917,3587,3881,415,1596,27,31,57,0,0,0,29,15,93,36,45,57,98,31,194,49,32,125,45,101,3917,354,212,1596,1684
06037123104,770900,1545,2564,65,92,65,58,1104,67,39,38,18,508,105,2464,825,4325,0.4248,114,1612,2843.0,6098.0,0,1787,2333,4393,3970,4386,665,1612,109,13,45,80,9,4,48,21,65,59,48,23,85,110,201,43,85,98,221,32,4393,228,213,1612,1787
06037123203,595300,1578,2688,21,48,60,146,836,14,30,0,8,161,55,1439,716,2982,0.4351,7,997,559.0,3171.0,12,1022,2133,2982,2762,2971,412,997,37,35,7,0,8,0,0,23,97,9,12,31,92,208,100,32,88,96,45,28,2982,29,14,997,1022
06037123204,788700,1654,2650,42,119,148,132,861,0,8,16,5,180,452,2159,843,3378,0.3828,54,1041,939.0,3772.0,0,1123,2478,3399,3117,3393,319,1041,13,11,17,48,5,0,0,17,62,38,0,0,21,40,49,14,65,123,152,42,3399,115,35,1041,1123
06037123205,831500,1833,1318,38,55,26,26,591,0,12,12,14,183,177,1508,1007,2935,0.4963,101,774,1023.0,3192.0,0,807,2172,2959,2678,2896,311,774,0,14,25,29,3,4,4,37,41,54,4,3,66,63,96,115,165,96,31,53,2959,115,46,774,807
06037123206,613600,1344,2115,21,70,46,42,621,22,14,0,20,170,214,1288,640,2371,0.4261,81,791,775.0,2631.0,0,871,1975,2371,2214,2371,325,791,25,34,58,4,38,0,35,17,36,18,0,40,54,103,68,77,38,71,39,42,2371,85,61,791,871
06037123301,622900,1918,1947,65,108,70,127,915,55,40,147,28,736,107,2512,384,4036,0.4159,89,1651,4128.0,7159.0,0,1742,1480,4068,3474,4024,657,1651,26,40,26,73,63,0,71,103,163,30,58,55,71,75,68,10,132,36,104,23,4068,511,184,1651,1742
06037123303,704700,1781,2218,46,101,74,52,541,41,16,64,28,338,158,1676,549,3029,0.4266,41,879,1979.0,4052.0,0,918,1683,3029,2799,3019,441,879,48,22,46,27,6,0,48,9,74,42,46,0,109,63,81,54,34,71,84,65,3029,144,185,879,918
